Género	Total de Artículos	URL
Hombre	324	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=50361
Mujer	218	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=50361
