Género	Total de Artículos	URL
Hombre	141	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=1376
Mujer	79	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=1376
