Género	Total de Artículos	URL
Hombre	6	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=5563
Mujer	5	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=5563
