Género	Total de Artículos	URL
Hombre	146	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=2062
Mujer	70	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=2062
