Género	Total de Artículos	URL
Hombre	648	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=1313
Mujer	460	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=1313
