Género	Total de Artículos	URL
Hombre	12789	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=4
Mujer	9221	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=4
