Género	Total de Artículos	URL
Hombre	760	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=1385
Mujer	612	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=1385
