Género	Total de Artículos	URL
Hombre	234	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=3203
Mujer	152	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=3203
