Género	Total de Artículos	URL
Hombre	699	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=269
Mujer	414	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=269
