Género	Total de Artículos	URL
Hombre	171	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=6490
Mujer	101	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=6490
