Género	Total de Artículos	URL
Hombre	1085	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=1246
Mujer	504	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=1246
