Género	Total de Artículos	URL
Hombre	71	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=2049
Mujer	46	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=2049
