Género	Total de Artículos	URL
Hombre	4314	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=39
Mujer	2213	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=39
