Género	Total de Artículos	URL
Hombre	3360	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=9
Mujer	2253	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=9
