Género	Total de Artículos	URL
Hombre	16	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=10827
Mujer	22	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=10827
