Género	Total de Artículos	URL
Hombre	1933	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=179
Mujer	1367	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=179
