Género	Total de Artículos	URL
Hombre	1251	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=109
Mujer	838	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=109
