Género	Total de Artículos	URL
Hombre	37	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=72881
Mujer	18	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=72881
