Género	Total de Artículos	URL
Hombre	26	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=3708
Mujer	34	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=3708
