Género	Total de Artículos	URL
Hombre	6346	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=16
Mujer	4476	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=16
