Género	Total de Artículos	URL
Hombre	51	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=2343
Mujer	15	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=2343
