Género	Total de Artículos	URL
Hombre	1210	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=1689
Mujer	914	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=1689
