Género	Total de Artículos	URL
Hombre	3214	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=1269
Mujer	2003	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=1269
