Género	Total de Artículos	URL
Hombre	23	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=54755
Mujer	3	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=54755
