Género	Total de Artículos	URL
Hombre	1769	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=44
Mujer	1103	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=44
