Género	Total de Artículos	URL
Hombre	1325	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=196
Mujer	670	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=196
