Género	Total de Artículos	URL
Hombre	380	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=249
Mujer	217	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=249
