Género	Total de Artículos	URL
Hombre	608	https://dataciencia.anid.cl/articles/breakdown?gender=1&institution_id%5B%5D=1768
Mujer	313	https://dataciencia.anid.cl/articles/breakdown?gender=2&institution_id%5B%5D=1768
