id   |Id_AutorGS  |Nombre_Autor                              |Cargo                                                                                                                       |Dominio  |Intereses                                                                                                               |Link                                                        |Hindex_Todo|Hindex_Desde|Citas_Todo|Citas_Desde|i10_Index_Todo|i10_Index_Desde|Id_InstitucionGS   |
47035|db0QaioAAAAJ|Jorge Babul                               |Universidad de Chile                                                                                                        |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=db0QaioAAAAJ|         21|           9|      1922|        266|             9|             34|9232372474901007921|
47178|JSPWdfYAAAAJ|felipe agüero                             |profesor de ciencia política, Universidad de Chile                                                                          |uchile   |política comparadamilitares y políticademocracia y democratizaciónpolíticas y derechos indígenas                        |https://scholar.google.com/citations?hl=en&user=JSPWdfYAAAAJ|         23|          12|      1927|        463|            15|             40|9232372474901007921|
47259|i136y_AAAAAJ|Pablo Gaspar                              |Universidad de Chile, Santiago, Chile                                                                                       |         |First interestSecond interest...cognitive neuroscience translational psychiatry schizophrenia                           |https://scholar.google.com/citations?hl=en&user=i136y_AAAAAJ|         10|           9|      1923|       1073|             9|             10|9232372474901007921|
47291|lnDX_D8AAAAJ|Nicolas Guiliani                          |Profesor of Microbiology and Biotechnology, Facultad de Ciencias, Universidad de Chile                                      |uchile   |MicrobiologíaBiotecnologíaBiofilmCiencias Políticas                                                                     |https://scholar.google.com/citations?hl=en&user=lnDX_D8AAAAJ|         21|          17|      1916|        795|            24|             31|9232372474901007921|
47352|5pG4GQ8AAAAJ|Alexandre Bergel                          |Professor of Computer Science, University of Chile                                                                          |uchile   |Software EngineeringSoftware VisualizationSoftware PerformanceSoftware Evolution                                        |https://scholar.google.com/citations?hl=en&user=5pG4GQ8AAAAJ|         23|          15|      1912|        819|            28|             50|9232372474901007921|
47596|siolFIYAAAAJ|Cristian Estades                          |Universidad de Chile                                                                                                        |uchile   |OrnithologyEcologyConservation Biology                                                                                  |https://scholar.google.com/citations?hl=en&user=siolFIYAAAAJ|         22|          16|      1899|        895|            29|             39|9232372474901007921|
47702|J1zts-cAAAAJ|Juan Carlos Letelier                      |Professor, Universidad de Chile                                                                                             |uchile   |Theoretical BiologyNeuroscienceInnovationVisual Science                                                                 |https://scholar.google.com/citations?hl=en&user=J1zts-cAAAAJ|         20|          15|      1867|        577|            18|             32|9232372474901007921|
47768|AaPAV5oAAAAJ|Ricardo Soto-Rifo                         |Faculty of Medicine, Universidad de Chile                                                                                   |uchile   |VirologyHIVEpitranscriptomicsGene expression                                                                            |https://scholar.google.com/citations?hl=en&user=AaPAV5oAAAAJ|         21|          19|      1862|       1145|            34|             35|9232372474901007921|
47826|6PJLDzkAAAAJ|Diana Dulic                               |University of Chile                                                                                                         |uchile   |Molecular Electronics                                                                                                   |https://scholar.google.com/citations?hl=en&user=6PJLDzkAAAAJ|         16|          11|      1855|        727|            12|             21|9232372474901007921|
47873|mqPYGPMAAAAJ|Rodrigo Pascual                           |Centre for Advanced Asset Analytics, Mechanical engineering, Universidad de Chile                                           |uchile   |engineering asset managementproduction assurancereliability engineeringphysical asset analyticsphysical asset management|https://scholar.google.com/citations?hl=en&user=mqPYGPMAAAAJ|         23|          17|      1852|        916|            27|             37|9232372474901007921|
47960|cIVIirsAAAAJ|MARIA LUISA Garmendia                     |Academic of Institute o Nutrition and Food Technology, University of Chile                                                  |uchile   |epidemiologycancerdiabetes                                                                                              |https://scholar.google.com/citations?hl=en&user=cIVIirsAAAAJ|         24|          19|      1853|       1341|            32|             41|9232372474901007921|
48099|zfbYp6gAAAAJ|Pablo Ruiz Rudolph                        |Associate Professor of Environmental Health, University of Chile                                                            |uchile   |Air PollutionExposure AssessmentEnvironmental Epidemiology                                                              |https://scholar.google.com/citations?hl=en&user=zfbYp6gAAAAJ|         20|          14|      1844|        880|            17|             24|9232372474901007921|
48163|LYlzMIIAAAAJ|Nelson Baloian                            |Department of Computer Sciences, Universidad de Chile                                                                       |uchile   |CSCWCSCLGeocollaboration                                                                                                |https://scholar.google.com/citations?hl=en&user=LYlzMIIAAAAJ|         21|          12|      1844|        614|            18|             64|9232372474901007921|
48432|345KOT4AAAAJ|Leonardo m Massone                        |University of Chile                                                                                                         |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=345KOT4AAAAJ|         23|          21|      1835|       1213|            31|             32|9232372474901007921|
48519|5TouOMAAAAAJ|Marcela Reyes                             |INTA, Universidad de Chile                                                                                                  |uchile   |NutritionObesity                                                                                                        |https://scholar.google.com/citations?hl=en&user=5TouOMAAAAAJ|         24|          22|      1830|       1646|            39|             41|9232372474901007921|
48606|dEZrMNsAAAAJ|Leonardo J. Basso                         |Universidad de Chile                                                                                                        |uchile   |Transport economics and policyindustrial economicsindustrial organization                                               |https://scholar.google.com/citations?hl=en&user=dEZrMNsAAAAJ|         22|          16|      1824|        973|            21|             25|9232372474901007921|
48645|QxaauOYAAAAJ|Luis Quiñones                             |Professor (Full), Faculty of Medicine, University of Chile                                                                  |uchile   |PharmacologyToxicologyoncologypharmacogenetics                                                                          |https://scholar.google.com/citations?hl=en&user=QxaauOYAAAAJ|         21|          14|      1820|        802|            23|             39|9232372474901007921|
48801|RI5dKnMAAAAJ|ME Quintanilla                            |University of Chile                                                                                                         |uchile   |Addictionalcoholismethanol                                                                                              |https://scholar.google.com/citations?hl=en&user=RI5dKnMAAAAJ|         26|          16|      1789|        613|            27|             54|9232372474901007921|
48923|ZmwseREAAAAJ|Paulina Pino                              |Programa de Epidemiología, Escuela de Salud Pública, Universidad de Chile                                                   |uchile   |Epidemiología ambientalepidemiología nutricional                                                                        |https://scholar.google.com/citations?hl=en&user=ZmwseREAAAAJ|         19|          13|      1784|        615|            16|             28|9232372474901007921|
49032|q--XWcQAAAAJ|Felipe Bravo-Marquez                      |Assistant Professor, University of Chile                                                                                    |uchile   |Natural Language ProcessingMachine LearningSentiment AnalysisInformation RetrievalData Mining                           |https://scholar.google.com/citations?hl=en&user=q--XWcQAAAAJ|         17|          16|      1776|       1619|            18|             21|9232372474901007921|
49072|-Chm8jgAAAAJ|Javier Martín                             |Universidad de Chile                                                                                                        |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=-Chm8jgAAAAJ|         23|          21|      1768|       1241|            37|             41|9232372474901007921|
49176|dLe0ywwAAAAJ|Rodrigo E Arias                           |Physics Department, Universidad de Chile                                                                                    |uchile   |MagnetismFracture MechanicsOptics                                                                                       |https://scholar.google.com/citations?hl=en&user=dLe0ywwAAAAJ|         19|          12|      1760|        669|            12|             27|9232372474901007921|
49253|rWFLZJMAAAAJ|Jorge Mpodozis Marín                      |Departamento de Biología, Facultad de Ciencias, Universidad de Chile                                                        |uchile   |NeuroetologíaNeuroanatomía comparadaEvolucion                                                                           |https://scholar.google.com/citations?hl=en&user=rWFLZJMAAAAJ|         21|          15|      1751|        597|            22|             35|9232372474901007921|
49326|ZGTbZ-kAAAAJ|Lilian Elena Jonasa Jara                  |Universidad de Chile                                                                                                        |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=ZGTbZ-kAAAAJ|         25|          17|      1747|        679|            29|             48|9232372474901007921|
49444|jy1HggEAAAAJ|Ulises Urzua                              |Depto Oncologia Basico Clinica - Universidad de Chile                                                                       |uchile   |cancerGenomicsAgeingBioinformatics                                                                                      |https://scholar.google.com/citations?hl=en&user=jy1HggEAAAAJ|         23|          17|      1747|        817|            26|             34|9232372474901007921|
49535|YTPbBcIAAAAJ|Carlos García, M.Sc. & Ph.D.              |Investigador de Toxinas Marinas, Facultad de Medicina, Universidad de Chile                                                 |uchile   |EcotoxicologíaQuímicaBiotransformaciónBiotecnologíaBiología Marina                                                      |https://scholar.google.com/citations?hl=en&user=YTPbBcIAAAAJ|         27|          19|      1738|        784|            30|             37|9232372474901007921|
49599|4z-0TvkAAAAJ|SUSANA VERÓNICA Mondschein                |Industrial Engineering Department, University of Chile                                                                      |uchile   |HealthcareOperations Research                                                                                           |https://scholar.google.com/citations?hl=en&user=4z-0TvkAAAAJ|         10|           7|      1716|        401|             7|             10|9232372474901007921|
49639|CnYkQw0AAAAJ|Iris Lucia Espinoza Santander             |Universidad de Chile                                                                                                        |uchile   |Epidemiologia Oral/Patologia Oral                                                                                       |https://scholar.google.com/citations?hl=en&user=CnYkQw0AAAAJ|         19|          16|      1724|       1012|            23|             26|9232372474901007921|
49766|PF4yHIEAAAAJ|Eduardo Menendez-Proupin                  |Universidad de Chile                                                                                                        |uchile   |ciencia de materialessimulación computacional                                                                           |https://scholar.google.com/citations?hl=en&user=PF4yHIEAAAAJ|         20|          14|      1693|        884|            24|             38|9232372474901007921|
49862|1C_cImkAAAAJ|Paola Jiron Martinez                      |Profesor Asociado, Universidad de Chile                                                                                     |uchilefau|Movilidadhabitat residencialmetodologias moviles                                                                        |https://scholar.google.com/citations?hl=en&user=1C_cImkAAAAJ|         24|          22|      1691|       1170|            33|             43|9232372474901007921|
49991|IKwf8GQAAAAJ|Claudio Veloso                            |Universidad de Chile                                                                                                        |uchile   |ZoologyEcologyEcophysiologyEntomology                                                                                   |https://scholar.google.com/citations?hl=en&user=IKwf8GQAAAAJ|         23|          14|      1680|        597|            26|             47|9232372474901007921|
50066|g7jFEI0AAAAJ|Carezza Botto-Mahan                       |Professor, Universidad de Chile                                                                                             |uchile   |Ecology                                                                                                                 |https://scholar.google.com/citations?hl=en&user=g7jFEI0AAAAJ|         22|          16|      1679|        756|            33|             45|9232372474901007921|
50155|Sw5YNjUAAAAJ|Gonzalo Gutierrez Gallardo                |Departamento de Fisica, Facultad de Ciencias, Universidad de Chile                                                          |uchile   |condensed mattermaterials sciencestatistical mechanicscomputer simulationenergy                                         |https://scholar.google.com/citations?hl=en&user=Sw5YNjUAAAAJ|         19|          14|      1680|        721|            18|             30|9232372474901007921|
50289|17s65tsAAAAJ|Gonzalo Andrés Farías                     |Department of Neurology and Neurosurgery, Universidad de Chile                                                              |uchile   |dementiaAlzheimer's diseaseneurodegenerationbiomarkers                                                                  |https://scholar.google.com/citations?hl=en&user=17s65tsAAAAJ|         17|          13|      1679|        999|            15|             22|9232372474901007921|
50344|p33MbMoAAAAJ|Pablo Serra                               |Departamento de Economía, Universidad de Chile                                                                              |uchile   |Energy Economics                                                                                                        |https://scholar.google.com/citations?hl=en&user=p33MbMoAAAAJ|         23|           9|      1666|        348|             8|             40|9232372474901007921|
50461|6ir2g-cAAAAJ|Sergio Ruiz                               |Associated Professor - Director of Geophysics department - Universidad de Chile                                             |uchile   |EarthquakesSeismology                                                                                                   |https://scholar.google.com/citations?hl=en&user=6ir2g-cAAAAJ|         25|          20|      1671|       1324|            34|             38|9232372474901007921|
50642|mP7PPLkAAAAJ|Ruben Boroschek                           |University of Chile - Universidad de Chile                                                                                  |uchile   |System IdentificationStructural and Experimental DynamicsEarthquake EngineeringStructural Engineering                   |https://scholar.google.com/citations?hl=en&user=mP7PPLkAAAAJ|         24|          17|      1665|        902|            32|             45|9232372474901007921|
50831|AtcRoGcAAAAJ|Eduardo A. Tobar                          |Departamento de Medicina Interna Norte, Universidad de Chile                                                                |hcuch    |medicina                                                                                                                |https://scholar.google.com/citations?hl=en&user=AtcRoGcAAAAJ|         19|          17|      1667|        974|            23|             33|9232372474901007921|
50945|rtJPLx0AAAAJ|Enrique Castellon                         |University of Chile                                                                                                         |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=rtJPLx0AAAAJ|         22|          17|      1660|        930|            24|             32|9232372474901007921|
51027|jqdXI0UAAAAJ|Ricardo Bull                              |Dept. Physiology & Biophysics, ICBM, Faculty of Medicine, University of Chile                                               |uchile   |Cellular PhysiologyCalcium regulationRedox signalingCalcium release channels                                            |https://scholar.google.com/citations?hl=en&user=jqdXI0UAAAAJ|         22|          11|      1640|        371|            15|             29|9232372474901007921|
51085|jadXoucAAAAJ|Andres Escala                             |Professor, Universidad de Chile                                                                                             |uchile   |Massive Black Hole Formation and EvolutionGalaxy/Star FormationMathematical Formulation of Empirical Laws.              |https://scholar.google.com/citations?hl=en&user=jadXoucAAAAJ|         17|          13|      1640|        749|            16|             22|9232372474901007921|
51152|tDzKF-AAAAAJ|Alejandro Jofre                           |Professor Universidad de Chile                                                                                              |uchile   |Optimizationgame theoryeconomic theorystochastic programming                                                            |https://scholar.google.com/citations?hl=en&user=tDzKF-AAAAAJ|         22|          15|      1622|        646|            16|             37|9232372474901007921|
51242|s23yhFcAAAAJ|Patricio Rodríguez                        |Institute of Education, Universidad de Chile                                                                                |uchile   |Educational TechnologyEducation policyHuman Computer InteractionTeaching and Learning                                   |https://scholar.google.com/citations?hl=en&user=s23yhFcAAAAJ|         13|           9|      1624|        574|             9|             14|9232372474901007921|
51278|LiS1uh8AAAAJ|Eduardo Contreras-Reyes                   |Departamento de Geofísica, Universidad de Chile                                                                             |uchile   |GeophysicsTectonicsGeodynamics                                                                                          |https://scholar.google.com/citations?hl=en&user=LiS1uh8AAAAJ|         25|          20|      1622|       1027|            33|             35|9232372474901007921|
51426|o_zDBHAAAAAJ|Patricio Cordero                          |Universidad de Chile                                                                                                        |uchile   |physicscomputationalgebra                                                                                               |https://scholar.google.com/citations?hl=en&user=o_zDBHAAAAAJ|         23|           8|      1615|        279|             7|             38|9232372474901007921|
51590|4TqnI4QAAAAJ|Luis S. Vargas                            |Professor of Electrical Engineering, University of Chile                                                                    |uchile   |Renewable energypower systems securitysustainability                                                                    |https://scholar.google.com/citations?hl=en&user=4TqnI4QAAAAJ|         20|          14|      1592|        700|            23|             35|9232372474901007921|
51699|Fu7_nDQAAAAJ|Felipe Alvarez                            |Departamento de Ingeniería Matemática, Universidad de Chile                                                                 |uchile   |Mathematical OptimizationFunctional Analysis                                                                            |https://scholar.google.com/citations?hl=en&user=Fu7_nDQAAAAJ|         15|           9|      1578|        936|             9|             19|9232372474901007921|
51771|MoAgfLUAAAAJ|Rebecca Kanter                            |Department of Nutrition, Universidad de Chile                                                                               |uchile   |Nutrition transitionObesityGender disparitiesNutrition & AgricultureLatin America                                       |https://scholar.google.com/citations?hl=en&user=MoAgfLUAAAAJ|         16|          15|      1573|       1258|            18|             18|9232372474901007921|
51828|-Otgv6MAAAAJ|Sergio A Sepulveda                        |Universidad de Chile                                                                                                        |uchile   |Geologíageotecniaingeniería geológica                                                                                   |https://scholar.google.com/citations?hl=en&user=-Otgv6MAAAAJ|         23|          18|      1576|       1004|            27|             35|9232372474901007921|
51948|Ll1oxsUAAAAJ|Rodrigo Villegas                          |School of Public Health, University of Chile                                                                                |uchile   |linear modelslongitudinal analysisstatistical computingsurvival analysis                                                |https://scholar.google.com/citations?hl=en&user=Ll1oxsUAAAAJ|         19|          11|      1566|        563|            12|             30|9232372474901007921|
52061|bf7_J8QAAAAJ|Roger Bustamante                          |Professor of Mechanical Engineering, Universidad de Chile                                                                   |uchile   |ElasticityContinuum MechanicsElectro-ElasticityMagneto-Elasticity                                                       |https://scholar.google.com/citations?hl=en&user=bf7_J8QAAAAJ|         23|          19|      1573|        945|            36|             40|9232372474901007921|
52151|DSywHJ0AAAAJ|Marcelo Olivares                          |universidad de chile                                                                                                        |uchile   |operations managementsupply chain management                                                                            |https://scholar.google.com/citations?hl=en&user=DSywHJ0AAAAJ|         14|          14|      1549|       1091|            14|             14|9232372474901007921|
52176|z4YDl0cAAAAJ|Juan Pablo Torres                         |Universidad de Chile                                                                                                        |uchile   |Infectología pediatrica                                                                                                 |https://scholar.google.com/citations?hl=en&user=z4YDl0cAAAAJ|         24|          19|      1546|       1004|            33|             36|9232372474901007921|
52377|NSyBeTsAAAAJ|Juan Bacigalupo                           |universidad de chile                                                                                                        |uchile   |neurociencia                                                                                                            |https://scholar.google.com/citations?hl=en&user=NSyBeTsAAAAJ|         21|           9|      1514|        280|             8|             49|9232372474901007921|
52474|jEHFPJYAAAAJ|Reinaldo Campos-Vargas                    |Universidad de Chile                                                                                                        |uchile   |Postharvest physiology                                                                                                  |https://scholar.google.com/citations?hl=en&user=jEHFPJYAAAAJ|         21|          18|      1534|        781|            32|             36|9232372474901007921|
52547|f0MGraYAAAAJ|Liliana Cardemil                          |Profesor Titular, Departamento de Biología Facultad de Ciencias, Universidad de Chile                                       |uchile   |Plant Physiology and Molecular Biology of Plants                                                                        |https://scholar.google.com/citations?hl=en&user=f0MGraYAAAAJ|         21|          13|      1515|        488|            14|             36|9232372474901007921|
52631|YDkozjYAAAAJ|Gerardo Weisstaub                         |Profesor Asistente. INTA (Universidad de Chile)                                                                             |uchile   |Obesidad infantilnutricion infantil.lactancia maternacondición física                                                   |https://scholar.google.com/citations?hl=en&user=YDkozjYAAAAJ|         18|          15|      1514|        775|            19|             28|9232372474901007921|
52777|ShutzssAAAAJ|Octavio Hernan Monasterio Opazo           |Universidad de Chile                                                                                                        |uchile   |Structural Biology                                                                                                      |https://scholar.google.com/citations?hl=en&user=ShutzssAAAAJ|         24|          15|      1511|        606|            22|             42|9232372474901007921|
52885|h2anDKEAAAAJ|Diego F Garcia-Diaz                       |Universidad de Chile                                                                                                        |uchile   |Nutrigenomics and Obesity                                                                                               |https://scholar.google.com/citations?hl=en&user=h2anDKEAAAAJ|         20|          16|      1516|        832|            22|             28|9232372474901007921|
52969|N5yszYgAAAAJ|Andres Troncoso                           |Department of Anthropology, Universidad de Chile                                                                            |uchile   |Rock ArtLandscapeSocial ReproductionPrehispanic Architecture                                                            |https://scholar.google.com/citations?hl=en&user=N5yszYgAAAAJ|         19|          15|      1500|        828|            28|             54|9232372474901007921|
53206|wTfVM5YAAAAJ|Julio Alcayaga                            |Profesor, Facultad de Ciencias, Universidad de Chile                                                                        |uchile   |NeurobiologiaFisiología sensorialCuerpo carotideoControl respitarorio                                                   |https://scholar.google.com/citations?hl=en&user=wTfVM5YAAAAJ|         21|          11|      1514|        415|            12|             41|9232372474901007921|
53282|pWWXAZsAAAAJ|Juan Pablo Jimenez                        |Profesor Psiquiatría. Universidad de Chile                                                                                  |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=pWWXAZsAAAAJ|         20|          13|      1493|        636|            19|             35|9232372474901007921|
53456|qdXlOnYAAAAJ|T. Vargas                                 |University of Chile                                                                                                         |uchile   |hydrometallurgyelectrometallurgybiohydrometallurgyelectrochemistry                                                      |https://scholar.google.com/citations?hl=en&user=qdXlOnYAAAAJ|         20|          14|      1486|        516|            19|             30|9232372474901007921|
53564|89X-iRwAAAAJ|Rodrigo Moreno                            |Universidad de Chile + Imperial College                                                                                     |uchile   |Power System PlanningPower System ReliabilityPower Systems EconomicsPower System OptimizationSmart Grid                 |https://scholar.google.com/citations?hl=en&user=89X-iRwAAAAJ|         20|          17|      1485|       1123|            32|             41|9232372474901007921|
53668|AZuHYCQAAAAJ|Patricio V. Poblete                       |Professor of Computer Science, University of Chile                                                                          |uchile   |Data StructuresAnalysis of AlgorithmsComputer Networks                                                                  |https://scholar.google.com/citations?hl=en&user=AZuHYCQAAAAJ|         15|           7|      1466|        289|             7|             20|9232372474901007921|
53744|53Mi3fIAAAAJ|Ivan Sipiran                              |Assistant Professor, Department of Computer Science, University of Chile                                                    |uchile   |Geometry processing3D similarity searchcomputer visiongraphics in archaeology                                           |https://scholar.google.com/citations?hl=en&user=53Mi3fIAAAAJ|         15|          13|      1474|        927|            16|             22|9232372474901007921|
53788|-5LTfhcAAAAJ|Gabriel Cea                               |Departamento de Ciencias Neurológicas Oriente, Facultad de Medicina, Universidad de Chile                                   |uchile   |NeurologíaNeuromuscularMiastenia gravisperipheral neuropathymotoneuron disease                                          |https://scholar.google.com/citations?hl=en&user=-5LTfhcAAAAJ|         11|           9|      1482|        947|             9|             11|9232372474901007921|
53846|2jnPqfMAAAAJ|Rodrigo L. Castillo                       |Assistant Professor, Faculty of Medicine, University of Chile                                                               |uchile   |Cardiovascular physiologyoxidative stress                                                                               |https://scholar.google.com/citations?hl=en&user=2jnPqfMAAAAJ|         22|          19|      1476|        999|            29|             32|9232372474901007921|
53902|XHIP2KYAAAAJ|Rosalba Lagos                             |Profesor de Microbiología, Facultad de Ciencias, Universidad de Chile                                                       |uchile   |MicrobiologíaGenética Molecular Bacteriana                                                                              |https://scholar.google.com/citations?hl=en&user=XHIP2KYAAAAJ|         21|          13|      1466|        536|            17|             34|9232372474901007921|
53965|S7TjoqwAAAAJ|Andrea Cristina Paula Lima                |Universidad de Chile                                                                                                        |uchile   |Alzheimer´s disease                                                                                                     |https://scholar.google.com/citations?hl=en&user=S7TjoqwAAAAJ|         18|          16|      1456|        795|            21|             24|9232372474901007921|
53997|zQs7iLsAAAAJ|Felipe Leyton                             |Universidad de Chile                                                                                                        |uchile   |Earthquake Geotechnical Engineering                                                                                     |https://scholar.google.com/citations?hl=en&user=zQs7iLsAAAAJ|         19|          16|      1454|       1138|            22|             26|9232372474901007921|
54099|PfHHtNMAAAAJ|Enrique Jadresic                          |Profesor de Psiquiatría Universidad de Chile                                                                                |uchile   |Psiquiatríaembarazopospartoblushingsimpatectomía                                                                        |https://scholar.google.com/citations?hl=en&user=PfHHtNMAAAAJ|         19|          12|      1436|        578|            15|             29|9232372474901007921|
54176|2mcziN8AAAAJ|Leslier Valenzuela-Fernández              |Departamento de Administración de la Facultad de Economía y Negocios Universidad de Chile                                   |unegocios|Strategic Marketing and Metrics (CLVCE..)Business EthicsBibliometrics in Marketing TopicsInnovation in Marketing        |https://scholar.google.com/citations?hl=en&user=2mcziN8AAAAJ|         17|          15|      1446|       1150|            23|             30|9232372474901007921|
54308|7UtC6KkAAAAJ|Claudio Pastenes Villarreal               |Universidad de Chile, Facultad de Ciencias Agronómicas                                                                      |uchile   |Plant stress physiologyviticulture                                                                                      |https://scholar.google.com/citations?hl=en&user=7UtC6KkAAAAJ|         16|          13|      1431|        631|            17|             19|9232372474901007921|
54349|VLin8zEAAAAJ|Patricio Valenzuela                       |Department of Industrial Engineering, University of Chile                                                                   |uchile   |Corporate FinanceCredit RiskFinancial EconomicsInternational FinanceFinancial Inclusion                                 |https://scholar.google.com/citations?hl=en&user=VLin8zEAAAAJ|         16|          13|      1430|        960|            14|             17|9232372474901007921|
54372|-PCb5FEAAAAJ|Raphael Bergoeing                         |Professor of Economics, Universidad de Chile                                                                                |uchile   |GrowthTradeBanking                                                                                                      |https://scholar.google.com/citations?hl=en&user=-PCb5FEAAAAJ|         17|          10|      1421|        311|            11|             26|9232372474901007921|
54461|i_CgbFMAAAAJ|Marcelo Baeza Cancino                     |Universidad de Chile                                                                                                        |uchile   |MicrobiologiaBiologia Molecular                                                                                         |https://scholar.google.com/citations?hl=en&user=i_CgbFMAAAAJ|         21|          18|      1428|        959|            37|             40|9232372474901007921|
54519|O29xaScAAAAJ|Paola Morales R                           |University of Chile                                                                                                         |uchile   |NeuroscienceNeurorepairStem-cellsNeonatal-insultsAddictions                                                             |https://scholar.google.com/citations?hl=en&user=O29xaScAAAAJ|         22|          16|      1386|        759|            28|             38|9232372474901007921|
54593|9F6p0wUAAAAJ|Viviana Meruane                           |Universidad de Chile                                                                                                        |uchile   |Structural Health MonitoringCondition MonitoringMechanical Vibrations                                                   |https://scholar.google.com/citations?hl=en&user=9F6p0wUAAAAJ|         18|          18|      1386|       1057|            30|             32|9232372474901007921|
54693|iLWArf0AAAAJ|Romulo Chumacero                          |Professor of Economics, University of Chile                                                                                 |uchile   |MacroeconomicsEconometrics                                                                                              |https://scholar.google.com/citations?hl=en&user=iLWArf0AAAAJ|         21|           9|      1361|        343|             8|             41|9232372474901007921|
54818|WV1WFFoAAAAJ|Diego Varela                              |Universidad de Chile                                                                                                        |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=WV1WFFoAAAAJ|         19|          15|      1361|        594|            19|             27|9232372474901007921|
54859|ufgvQawAAAAJ|Francisco Ortega-Culaciati                |Department of Geophysics, Faculty of Physical and Mathematical Sciences, University of Chile                                |uchile   |Inverse MethodsSubduction ZonesEarthquakesActive Tectonics Geodesy                                                      |https://scholar.google.com/citations?hl=en&user=ufgvQawAAAAJ|         11|          11|      1362|        777|            11|             11|9232372474901007921|
54877|caCZ3tUAAAAJ|Luis E. Castañeda                         |Assistant Professor – Faculty of Medicine – Universidad de Chile                                                            |uchile   |Evolutionary biologyPhysiological EcologyThermal BiologyHost-microbiota interactions                                    |https://scholar.google.com/citations?hl=en&user=caCZ3tUAAAAJ|         22|          16|      1367|        838|            23|             28|9232372474901007921|
54916|PZ32-wcAAAAJ|Carlos Areche                             |Universidad de Chile                                                                                                        |uchile   |Natural ProductsMetabolomicsLichensFood ChemistryAntioxidants                                                           |https://scholar.google.com/citations?hl=en&user=PZ32-wcAAAAJ|         21|          16|      1363|       1044|            28|             40|9232372474901007921|
54998|TDkRwjkAAAAJ|Manuel Paneque                            |Universidad de Chile                                                                                                        |uchile   |BIOCHEMISTRY & MOLECULAR BIOLOGYBIOENERGYCLIMATE CHANGENATURAL RESOURCES                                                |https://scholar.google.com/citations?hl=en&user=TDkRwjkAAAAJ|         14|          13|      1350|        495|            13|             15|9232372474901007921|
55050|ihVS4FAAAAAJ|Axel Osses                                |PhD Applied Mathematics (U. de Chile)                                                                                       |uchile   |Inverse ProblemsControllabilityPDE Modeling                                                                             |https://scholar.google.com/citations?hl=en&user=ihVS4FAAAAAJ|         18|          14|      1331|        713|            19|             36|9232372474901007921|
55177|QEG1anoAAAAJ|Nelson Varela                             |Profesor Asistente, Facultad de Medicina, Universidad de Chile                                                              |uchile   |farmacogenéticaoncologíabiomarcadoresbiología molecular                                                                 |https://scholar.google.com/citations?hl=en&user=QEG1anoAAAAJ|         15|          12|      1327|        537|            14|             21|9232372474901007921|
55254|YrNqhkYAAAAJ|Rodrigo Uribe                             |universidad de chile                                                                                                        |unegocios|                                                                                                                        |https://scholar.google.com/citations?hl=en&user=YrNqhkYAAAAJ|         18|          15|      1323|        828|            21|             30|9232372474901007921|
55385|4bK5XUQAAAAJ|Jenny Assael                              |Profesor Asociado de Psicología, Universidad de Chile                                                                       |uchile   |Política EducativaCultura EscolarPsicología Educacional                                                                 |https://scholar.google.com/citations?hl=en&user=4bK5XUQAAAAJ|         17|          13|      1310|        793|            18|             31|9232372474901007921|
55465|3vUZQDkAAAAJ|C. Angelo Guevara                         |Associate Professor, Department of Civil Engineering, Universidad de Chile                                                  |uchile   |Demand ModelingDiscrete Choice ModelsTravel Behavior                                                                    |https://scholar.google.com/citations?hl=en&user=3vUZQDkAAAAJ|         19|          18|      1308|        914|            23|             25|9232372474901007921|
55548|9ZYGlAoAAAAJ|MARIA CARMEN MOLINA SAMPAYO               |Profesor de Inmunología, Facultad de Medicina, Universidad de Chile                                                         |uchile   |InmunologíaCancer e Ingeniería de Anticuerpos                                                                           |https://scholar.google.com/citations?hl=en&user=9ZYGlAoAAAAJ|         20|          13|      1303|        521|            20|             32|9232372474901007921|
55620|fPqxTfgAAAAJ|Francisco Aguayo González, Ph.D.          |Associate Professor, Facultad de Medicina, Universidad de Chile                                                             |uchile   |virologíaoncologíacancer                                                                                                |https://scholar.google.com/citations?hl=en&user=fPqxTfgAAAAJ|         20|          16|      1300|        691|            27|             32|9232372474901007921|
55702|hUZ1H5EAAAAJ|Jorge F. Silva                            |University of Chile, Department of Electrical Engineering                                                                   |uchile   |Statistical Signal ProcessingStatistical LearningInformation TheoryEstimation and DetectionUniversal Source Coding      |https://scholar.google.com/citations?hl=en&user=hUZ1H5EAAAAJ|         19|          13|      1295|        743|            17|             28|9232372474901007921|
55803|RG9y4EQAAAAJ|Mauricio Galleguillos                     |Universidad de Chile                                                                                                        |uchile   |Remote SensingEcosystemsHydrology                                                                                       |https://scholar.google.com/citations?hl=en&user=RG9y4EQAAAAJ|         18|          18|      1300|       1116|            22|             22|9232372474901007921|
