id   |Id_AutorGS  |Nombre_Autor                              |Cargo                                                                                                                       |Dominio  |Intereses                                                                                                               |Link                                                        |Hindex_Todo|Hindex_Desde|Citas_Todo|Citas_Desde|i10_Index_Todo|i10_Index_Desde|Id_InstitucionGS   |
-----+------------+------------------------------------------+----------------------------------------------------------------------------------------------------------------------------+---------+------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------+-----------+------------+----------+-----------+--------------+---------------+-------------------+
    1|_dRgKD8AAAAJ|Humberto Maturana                         |Universidad de Chile                                                                                                        |uchile   |NeurobiologyCognitionAutopoiesisLanguageEducation                                                                       |https://scholar.google.com/citations?hl=en&user=_dRgKD8AAAAJ|         87|          51|     82907|      21842|           120|            219|9232372474901007921|
  413|l2TIoXkAAAAJ|Lorena García Nannig                      |Universidad de Chile                                                                                                        |uchile   |Cardiovascular Disease Inflammation                                                                                     |https://scholar.google.com/citations?hl=en&user=l2TIoXkAAAAJ|         62|          43|     29877|      16505|           251|            437|9232372474901007921|
 3328|9EwBymgAAAAJ|Mario Hamuy                               |Profesor de Astronomía, Universidad de Chile                                                                                |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=9EwBymgAAAAJ|         84|          51|     26053|       8524|           154|            193|9232372474901007921|
 4073|xAnpV2sAAAAJ|Sergio  Lavandero                         |Professor & Director ACDDiS, University of Chile, Adjunct Prof., UT Southwestern Medical Center                             |uchile   |Cell SignalingCardiovascular Diseases                                                                                   |https://scholar.google.com/citations?hl=en&user=xAnpV2sAAAAJ|         67|          52|     25572|      15411|           173|            222|9232372474901007921|
 4605|_fx52FkAAAAJ|Gonzalo Navarro                           |University of Chile                                                                                                         |uchile   |algorithms and data structurestext searchingcompressionsimilarity search                                                |https://scholar.google.com/citations?hl=en&user=_fx52FkAAAAJ|         73|          43|     25560|       8000|           171|            330|9232372474901007921|
 5324|pSY7g_YAAAAJ|Alfredo Guillermo Criollo                 |Laboratory of Cellular and Molecular Biology Research Institute of Dental Science  Faculty of Dentistry, University of Chile|uchile   |Cellular BiologyCancer                                                                                                  |https://scholar.google.com/citations?hl=en&user=pSY7g_YAAAAJ|         49|          43|     24964|      13428|            67|             72|9232372474901007921|
 5436|SJUEA8uk4iYC|José De Gregorio                          |Profesor de Economía Universidad de Chile                                                                                   |uchile   |MacroeconomicsInternational EconomicsInternational FinanceEconomic Development                                          |https://scholar.google.com/citations?hl=en&user=SJUEA8uk4iYC|         48|          28|     23327|       7482|            53|            110|9232372474901007921|
 5733|rprb9KwAAAAJ|José M. Merigó Lindahl                    |University of Technology Sydney & University of Chile                                                                       |uchile   |Computational IntelligenceDecision MakingAggregation OperatorsOWA OperatorBibliometrics                                 |https://scholar.google.com/citations?hl=en&user=rprb9KwAAAAJ|         60|          52|     16979|      11659|           226|            331|9232372474901007921|
 8733|4oAigjlzzCIC|wenjing chen                              |Departamento de Ingeniería Matemática, Universidad de Chile.                                                                |uchile   |Partial Differential EquationsNonlinear Analysis                                                                        |https://scholar.google.com/citations?hl=en&user=4oAigjlzzCIC|         55|          44|     15850|       8872|           160|            235|9232372474901007921|
 9532|_07ZLa4AAAAJ|Juan Segura Aguilar                       |Professor, Molecular & Clinical Pharmacologt, Faculty of Medicine, University of Chile                                      |uchile   |neurosciencetoxicologybiochemistrymolecular biologystem cells                                                           |https://scholar.google.com/citations?hl=en&user=_07ZLa4AAAAJ|         44|          25|     14798|       8521|            65|            110|9232372474901007921|
 9724|tFVzdokAAAAJ|Mary T. K. Arroyo                         |Universidad de Chile                                                                                                        |uchile   |Alpine ecologypollinationbiogeographyconservation                                                                       |https://scholar.google.com/citations?hl=en&user=tFVzdokAAAAJ|         60|          36|     14128|       4535|            90|            161|9232372474901007921|
 9959|cgjx6tMAAAAJ|Luis A. Videla                            |Profesor de Bioquímica, Facultad de Medicina, Universidad de Chile                                                          |uchile   |Estrés oxidativomecanismos de daño y protección hepáticos                                                               |https://scholar.google.com/citations?hl=en&user=cgjx6tMAAAAJ|         65|          34|     13584|       4208|            93|            197|9232372474901007921|
10301|I6nS61cAAAAJ|Martin Adams                              |Professor of Electrical Engineering, Universidad de Chile                                                                   |uchile   |Roboticsnavigationtrackingdata fusionrandom finite sets                                                                 |https://scholar.google.com/citations?hl=en&user=I6nS61cAAAAJ|         36|          21|     13237|       3005|            48|             84|9232372474901007921|
10637|lu8PRvkAAAAJ|Leonardo Bronfman                         |Profesor de Astronomía, Universidad de Chile                                                                                |uchile   |RadioastronomíaInstrumentación Astronómica                                                                              |https://scholar.google.com/citations?hl=en&user=lu8PRvkAAAAJ|         56|          33|     12764|       4855|            90|            135|9232372474901007921|
11042|GTiVKRcAAAAJ|Zully Pedrozo                             |Universidad de Chile                                                                                                        |uchile   |cardiovascularcalcium signaling                                                                                         |https://scholar.google.com/citations?hl=en&user=GTiVKRcAAAAJ|         21|          19|     12359|       7726|            25|             27|9232372474901007921|
11083|UA5erHEAAAAJ|Francisco Rothhammer                      |Professor of Population Genetics, University of Tarapaca and University of Chile                                            |uchile   |Human population geneticsbiological anthropology                                                                        |https://scholar.google.com/citations?hl=en&user=UA5erHEAAAAJ|         47|          24|     10613|       3998|            56|            142|9232372474901007921|
11462|1g7H4ToAAAAJ|Ramon López                               |Department of economics, University of Chile                                                                                |uchile   |Economic developmentenvironmental economics                                                                             |https://scholar.google.com/citations?hl=en&user=1g7H4ToAAAAJ|         54|          27|     10384|       3049|            74|            145|9232372474901007921|
12000|dRSTkiwAAAAJ|Tomás Bravo Tetlak                        |The University of Queensland                                                                                                |edu      |Timber engineeringstructural mechanicsfinite element analysis                                                           |https://scholar.google.com/citations?hl=en&user=dRSTkiwAAAAJ|          1|           1|         5|          5|             0|              0|4421042226419422309|
12220|-8-ZtOEAAAAJ|Jaime Sánchez                             |Professor of Human-Computer Interaction and Learning Technologies at the University of Chile                                |uchile   |Human-Computer InteractionLearning TechnologiesTechnology for People with DisabilitiesComputers in EducationEducational |https://scholar.google.com/citations?hl=en&user=-8-ZtOEAAAAJ|         41|          24|     10387|       4659|           108|            234|9232372474901007921|
15135|BUc-k1MAAAAJ|Dante Contreras                           |Departamento de Economía -  Universidad de Chile                                                                            |uchile   |pobrezadesigualdadmercados laboraleseconomía de la educaciónevaluación de impacto                                       |https://scholar.google.com/citations?hl=en&user=BUc-k1MAAAAJ|         47|          30|     10084|       4418|           119|            242|9232372474901007921|
16136|XvUFRcgAAAAJ|Roberto Bravo-Sagua                       |Instituto de Nutrición y Tecnología de los Alimentos, Universidad de Chile                                                  |uchile   |cell metabolismmitochondriaendoplasmic reticulumaging                                                                   |https://scholar.google.com/citations?hl=en&user=XvUFRcgAAAAJ|         25|          23|      9956|       7580|            28|             30|9232372474901007921|
16180|yoH4l0UAAAAJ|Guido Garay                               |Universidad de Chile                                                                                                        |uchile   |astrophysics                                                                                                            |https://scholar.google.com/citations?hl=en&user=yoH4l0UAAAAJ|         53|          29|      9262|       3051|            77|            130|9232372474901007921|
16510|R86WqdoAAAAJ|Mariana Cifuentes                         |Universidad de Chile                                                                                                        |uchile   |Obesityadipose tissue dysfunctioncalcium sensing receptor                                                               |https://scholar.google.com/citations?hl=en&user=R86WqdoAAAAJ|         25|          19|      9218|       6456|            29|             35|9232372474901007921|
16617|cxaipVoAAAAJ|Alvaro Glavic                             |Universidad de Chile                                                                                                        |uchile   |Biología celularBiología del DesarrolloBiología Molecular                                                               |https://scholar.google.com/citations?hl=en&user=cxaipVoAAAAJ|         20|          14|      9128|       6277|            18|             22|9232372474901007921|
16656|xXkuYEEAAAAJ|Mario Herrera-Marschitz                   |University of Chile, Karolinska institutet, Manheim                                                                         |uchile   |NeurosciencePharmacology                                                                                                |https://scholar.google.com/citations?hl=en&user=xXkuYEEAAAAJ|         53|          19|      8975|       1583|            56|            176|9232372474901007921|
16934|WboqEP8AAAAJ|Andrew FG Quest                           |Professor of Cell and Molecular Biology, University of Chile                                                                |uchile   |signal transductioncancercell death                                                                                     |https://scholar.google.com/citations?hl=en&user=WboqEP8AAAAJ|         55|          36|      8658|       4020|           102|            135|9232372474901007921|
17211|PWLh77oAAAAJ|Eduardo Engel                             |Professor of Economics, University of Chile.                                                                                |uchile   |economicsstatistics                                                                                                     |https://scholar.google.com/citations?hl=en&user=PWLh77oAAAAJ|         42|          24|      8380|       2417|            43|             85|9232372474901007921|
17431|uWBQ8JcAAAAJ|ANDREA CASTRO                             |INTITUTE OF MATERNAL AND CHILD RESEARCH, UNIVERSITY OF CHILE                                                                |UCHILE   |ANDROLOGY                                                                                                               |https://scholar.google.com/citations?hl=en&user=uWBQ8JcAAAAJ|         49|          38|      8401|       5046|           114|            157|9232372474901007921|
17987|BgXxxS8AAAAJ|Ramón Rodrigo                             |Programa de Farmacología Molecular y Clínica, Instituto de Ciencias Biomédicas, Facultad de Medicina, Universidad de Chile  |uchile   |Estrés Oxidativo                                                                                                        |https://scholar.google.com/citations?hl=en&user=BgXxxS8AAAAJ|         49|          32|      8299|       3944|            69|             88|9232372474901007921|
18196|bmtKa3sAAAAJ|andres rivera                             |departamento de geografia, universidad de chile                                                                             |uchile   |glaciology                                                                                                              |https://scholar.google.com/citations?hl=en&user=bmtKa3sAAAAJ|         42|          26|      8261|       4156|            63|            100|9232372474901007921|
18431|2BLPkosAAAAJ|Fernando Ordonez                          |Industrial Engineering, Universidad de Chile                                                                                |uchile   |operations researchoptimization                                                                                         |https://scholar.google.com/citations?hl=en&user=2BLPkosAAAAJ|         46|          34|      8221|       4555|            65|             79|9232372474901007921|
18626|ecwhM0oAAAAJ|Roberto Cardenas                          |Electrical Engineering Department, University of Chile                                                                      |uchile   |Power ElectronicsElectric DrivesWind EnergyRenewable Energy                                                             |https://scholar.google.com/citations?hl=en&user=ecwhM0oAAAAJ|         41|          31|      8095|       3917|            70|            100|9232372474901007921|
18861|BgkzLTUAAAAJ|Mauricio Budini                           |Faculty of Dentistry. University of Chile                                                                                   |uchile   |Cellular and Molecular BiologyAutophagyNeurodegenerative DiseasesObesity and derived affectionsOral diseases            |https://scholar.google.com/citations?hl=en&user=BgkzLTUAAAAJ|         14|          14|      8066|       6101|            15|             16|9232372474901007921|
18886|EqeZJ10AAAAJ|Edmundo Acevedo                           |University of Chile                                                                                                         |uchile   |Soil-Plant-Water RelationsPlant BreedingAgronomy                                                                        |https://scholar.google.com/citations?hl=en&user=EqeZJ10AAAAJ|         40|          24|      7924|       2396|            53|             84|9232372474901007921|
19182|jzeqUi4AAAAJ|Claudio Gutierrez                         |Computer Science Department, Universidad de Chile                                                                           |uchile   |DataDatabasesSemantic WebRDFOpen Data                                                                                   |https://scholar.google.com/citations?hl=en&user=jzeqUi4AAAAJ|         33|          25|      7782|       3489|            45|             73|9232372474901007921|
19378|gOj959UAAAAJ|Simon Casassus                            |Full Professor, Universidad de Chile                                                                                        |uchile   |Astronomy                                                                                                               |https://scholar.google.com/citations?hl=en&user=gOj959UAAAAJ|         43|          38|      7468|       4026|            82|             95|9232372474901007921|
19591|uByOqqwAAAAJ|Cecilia Hidalgo                           |BNI, CEMC, ICBM, F. Medicine, Universidad de Chile                                                                          |uchile   |Calcium signalingcalcium release channelsredox regulation                                                               |https://scholar.google.com/citations?hl=en&user=uByOqqwAAAAJ|         51|          26|      7339|       1893|            53|            108|9232372474901007921|
19734|hBCD2DAAAAAJ|Patricio Burdiles                         |Profesor de Cirugía, Facultad de Medicina, Universidad de Chile                                                             |uchile   |Cirugía General y Esófago-GástricaBariátricaLaparoscópicaÉtica MédicaEducación Médica.                                  |https://scholar.google.com/citations?hl=en&user=hBCD2DAAAAAJ|         43|          20|      7349|       1666|            39|             96|9232372474901007921|
20038|zugBuscAAAAJ|Walter Max-Moerbeck                       |Assistant Professor, Astronomía, Universidad de Chile                                                                       |uchile   |Active Galactic Nucleiblazarsradio astronomytime domain astronomytime series analysis                                   |https://scholar.google.com/citations?hl=en&user=zugBuscAAAAJ|         43|          39|      7317|       4569|            70|             73|9232372474901007921|
20204|tTMtjNUAAAAJ|Patricio I. Moreno                        |Universidad de Chile                                                                                                        |uchile   |Quaternary paleoecology paleoclimatology                                                                                |https://scholar.google.com/citations?hl=en&user=tTMtjNUAAAAJ|         43|          34|      7202|       3331|            70|             79|9232372474901007921|
20367|KWObrhMAAAAJ|Herman Silva                              |Professor, University of Chile                                                                                              |uchile   |Functional genomics                                                                                                     |https://scholar.google.com/citations?hl=en&user=KWObrhMAAAAJ|         27|          20|      7101|       2625|            33|             40|9232372474901007921|
20455|sSEH1OAAAAAJ|Beatrice avalos                           |Profesora Universidad de Chile                                                                                              |uchile   |EducaciónPoliticas                                                                                                      |https://scholar.google.com/citations?hl=en&user=sSEH1OAAAAAJ|         38|          28|      6914|       3979|            49|             77|9232372474901007921|
20635|8nL6ZKsAAAAJ|Bruce Kennedy Cassels                     |Universidad de Chile                                                                                                        |uchile   |química                                                                                                                 |https://scholar.google.com/citations?hl=en&user=8nL6ZKsAAAAJ|         43|          22|      6945|       2071|            67|            166|9232372474901007921|
20991|Ru_N1TkAAAAJ|Enrique Jaimovich                         |Profesor Titular, Universidad de Chile                                                                                      |uchile   |Fisiología Muscular                                                                                                     |https://scholar.google.com/citations?hl=en&user=Ru_N1TkAAAAJ|         48|          27|      6749|       2369|            57|             99|9232372474901007921|
21311|hMBHGzUAAAAJ|Manuel Agosin                             |Professor of Economics, FEN, Universidad de Chile                                                                           |uchile   |Economic developmentinternational economicsmacroeconomics                                                               |https://scholar.google.com/citations?hl=en&user=hMBHGzUAAAAJ|         36|          16|      6513|       1905|            24|             78|9232372474901007921|
21571|5ntc1PMAAAAJ|Rodrigo Palma Behnke                      |Universidad de Chile                                                                                                        |uchile   |Power SystemsRenewablesSolar EnergyMicrogridsEnergy Markets                                                             |https://scholar.google.com/citations?hl=en&user=5ntc1PMAAAAJ|         33|          27|      6272|       4455|            49|             66|9232372474901007921|
21843|cgxUZv0AAAAJ|Sergio Jara-Diaz                          |Professor of Transport Economics, Universidad de Chile                                                                      |uchile   |Transport Economics                                                                                                     |https://scholar.google.com/citations?hl=en&user=cgxUZv0AAAAJ|         44|          28|      6230|       2517|            59|            104|9232372474901007921|
22145|F77BFPkAAAAJ|Hernán Speisky                            |Full Professor, Universidad de Chile                                                                                        |uchile   |AntioxidantsPolyphenolsOxidative stress                                                                                 |https://scholar.google.com/citations?hl=en&user=F77BFPkAAAAJ|         45|          25|      6242|       2500|            63|            107|9232372474901007921|
22349|sv8m9q4AAAAJ|Andrés Weintraub                          |Universidad de Chile                                                                                                        |uchile   |Operations ResearchLogisticsInteger ProgrammingTransportationSystem Analysis                                            |https://scholar.google.com/citations?hl=en&user=sv8m9q4AAAAJ|         46|          29|      6134|       2460|            60|             86|9232372474901007921|
22608|v1yWwKUAAAAJ|Laura Perez                               |Assistant Professor of Astronomy, Universidad de Chile                                                                      |uchile   |Planet FormationProtoplanetary Disks                                                                                    |https://scholar.google.com/citations?hl=en&user=v1yWwKUAAAAJ|         46|          44|      6166|       5711|            68|             69|9232372474901007921|
22775|UeodjIAAAAAJ|Cristian Bellei                           |Universidad de Chile: Centro de Investigación Avanzada en Educación y Departamento de Sociología                            |uchile   |EducaciónPolítica EducacionalSociología de la Educación                                                                 |https://scholar.google.com/citations?hl=en&user=UeodjIAAAAAJ|         35|          27|      6047|       3923|            65|             82|9232372474901007921|
23015|slfQrd0AAAAJ|maisa rojas                               |Universidad de Chile                                                                                                        |uchile   |atmospheric sciencesclimategeology                                                                                      |https://scholar.google.com/citations?hl=en&user=slfQrd0AAAAJ|         28|          21|      6030|       4447|            39|             41|9232372474901007921|
23068|gGy4EK8AAAAJ|Miguel L Allende                          |Professor, Universidad de Chile. Director, Center for Genome Regulation                                                     |uchile   |GenomicsDevelopmental BiologyRegeneration                                                                               |https://scholar.google.com/citations?hl=en&user=gGy4EK8AAAAJ|         38|          24|      5956|       1786|            54|             67|9232372474901007921|
23196|mYN1dVQAAAAJ|Alejandro Maass                           |Center for Mathematical Modeling, University of Chile                                                                       |uchile   |Ergodic TheoryTopological DynamicsSymbolic DynamicsBioinformatics                                                       |https://scholar.google.com/citations?hl=en&user=mYN1dVQAAAAJ|         40|          28|      5957|       3914|            65|             89|9232372474901007921|
23374|ejYvw6AAAAAJ|Monica Rubio                              |Professor Astronomy Department, Universidad de Chile                                                                        |uchile   |star formationInterstellar mediummolecular cloudsMagellanic Cloudslow metallicity galaxies                              |https://scholar.google.com/citations?hl=en&user=ejYvw6AAAAAJ|         43|          22|      5928|       1798|            52|             84|9232372474901007921|
23722|GIB2jSAAAAAJ|Romilio Espejo                            |Instituto de Nutrición y Tecnología de los Alimentos, Universidad de Chile                                                  |uchile   |Microbiologíaevolución                                                                                                  |https://scholar.google.com/citations?hl=en&user=GIB2jSAAAAAJ|         42|          23|      5902|       1438|            39|             86|9232372474901007921|
23865|WzCAULkAAAAJ|Richard Weber                             |Professor of Industrial Engineering, Universidad de Chile                                                                   |uchile   |Operations ResearchData MiningBusiness AnalyticsData Science                                                            |https://scholar.google.com/citations?hl=en&user=WzCAULkAAAAJ|         34|          26|      5831|       2898|            42|             71|9232372474901007921|
24060|gByRXvEAAAAJ|Claudio Olea-Azar                         |Universidad de Chile                                                                                                        |uchile   |Free RadicalsESRantioxidantMedicinal Chimestry                                                                          |https://scholar.google.com/citations?hl=en&user=gByRXvEAAAAJ|         41|          28|      5737|       2393|            79|            132|9232372474901007921|
24347|x3EwWlgAAAAJ|Sebastian Lopez                           |Professor of Astronomy, Universidad de Chile                                                                                |uchile   |Astrophysicsintergalactic mediumgravitational lensing                                                                   |https://scholar.google.com/citations?hl=en&user=x3EwWlgAAAAJ|         40|          29|      5442|       2661|            57|             81|9232372474901007921|
24562|Xfl5QmAAAAAJ|Miguel Concha                             |Professor of Anatomy and Developmental Biology, Universidad de Chile                                                        |uchile   |DevelopmentTissue MorphogenesisMechanicsLeft-Right AsymmetryFish Embryos                                                |https://scholar.google.com/citations?hl=en&user=Xfl5QmAAAAAJ|         31|          24|      5327|       1638|            38|             44|9232372474901007921|
24630|RRxHKGMAAAAJ|Marcelo J Kogan                           |Universidad de Chile, Advanced Center for Chronic Diseases (ACCDiS)                                                         |uchile   |nanomedicinedrug deliverypeptidesChronic diseases                                                                       |https://scholar.google.com/citations?hl=en&user=RRxHKGMAAAAJ|         37|          29|      5334|       2861|            66|             83|9232372474901007921|
24870|gEnD2_cAAAAJ|Hernan Lara                               |Universidad de chile                                                                                                        |uchile   |Neuroendocrinologianeurofarmacologia                                                                                    |https://scholar.google.com/citations?hl=en&user=gEnD2_cAAAAJ|         39|          26|      5207|       1888|            48|             74|9232372474901007921|
25028|SkRSKBIAAAAJ|Squella J.A.                              |Full Professor, University of Chile                                                                                         |uchile   |ElectrochemistryBioelectrochemistryElectroanalytical                                                                    |https://scholar.google.com/citations?hl=en&user=SkRSKBIAAAAJ|         37|          16|      5196|       1278|            34|            178|9232372474901007921|
25404|OM6_4PQAAAAJ|Patricia Lillo                            |Universidad de Chile                                                                                                        |uchile   |Neurologyneurosciencecognitive neurology                                                                                |https://scholar.google.com/citations?hl=en&user=OM6_4PQAAAAJ|         20|          20|      5153|       3597|            26|             27|9232372474901007921|
25486|KhO5OwkAAAAJ|Martin Reich                              |Professor of Geology, Universidad de Chile                                                                                  |uchile   |Economic GeologyGeochemistryEarth Science                                                                               |https://scholar.google.com/citations?hl=en&user=KhO5OwkAAAAJ|         35|          33|      5154|       3761|            71|             80|9232372474901007921|
25726|eZBFWGEAAAAJ|Barbara Poblete                           |Associate Professor Department of Computer Science, University of Chile                                                     |uchile   |Social NetworksData MiningWebInformation RetrievalMachine Learning                                                      |https://scholar.google.com/citations?hl=en&user=eZBFWGEAAAAJ|         20|          15|      5036|       3298|            21|             33|9232372474901007921|
25810|jTWJYbEAAAAJ|James Jenkins                             |Universidad de Chile                                                                                                        |uchile   |ExoplanetsAstrophysics                                                                                                  |https://scholar.google.com/citations?hl=en&user=jTWJYbEAAAAJ|         35|          29|      5015|       3707|           101|            107|9232372474901007921|
26109|P4MWRFEAAAAJ|Javier Andrés Simonetti Zambelli          |Universidad de Chile                                                                                                        |uchile   |Conservación biológica                                                                                                  |https://scholar.google.com/citations?hl=en&user=P4MWRFEAAAAJ|         39|          24|      4967|       1772|            59|            118|9232372474901007921|
26308|psy143EAAAAJ|Arturo Ferreira                           |Universidad de Chile                                                                                                        |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=psy143EAAAAJ|         33|          18|      4918|       1172|            37|             84|9232372474901007921|
26430|ca_qTCkAAAAJ|Jaime Romero                              |Universidad de Chile                                                                                                        |uchile   |biotecnologíaalimentos                                                                                                  |https://scholar.google.com/citations?hl=en&user=ca_qTCkAAAAJ|         37|          30|      4891|       3065|            55|             64|9232372474901007921|
26545|bILoTH4AAAAJ|Marcela Hermoso Ramello                   |Full Professor, Facultad de Medicina, Universidad de Chile                                                                  |uchile   |immunologyinflammation                                                                                                  |https://scholar.google.com/citations?hl=en&user=bILoTH4AAAAJ|         30|          24|      4789|       3150|            44|             57|9232372474901007921|
26658|CP-fgY4AAAAJ|Aidan Hogan                               |DCC, Universidad de Chile                                                                                                   |uchile   |Semantic WebLinked Data                                                                                                 |https://scholar.google.com/citations?hl=en&user=CP-fgY4AAAAJ|         36|          26|      4752|       2602|            53|             64|9232372474901007921|
26812|ce1kvYUAAAAJ|Diego Mardones                            |Departamento de Astronomía, Universidad de Chile                                                                            |uchile   |AstronomyStar FormationAstrochemistryAstroinformatics                                                                   |https://scholar.google.com/citations?hl=en&user=ce1kvYUAAAAJ|         33|          24|      4695|       1909|            41|             57|9232372474901007921|
26972|Qk3qyJEAAAAJ|Alvaro G. Gutierrez                       |Universidad de Chile                                                                                                        |uchile   |Forest ecologyBiogeographyForest dynamicsNature conservationGlobal Change                                               |https://scholar.google.com/citations?hl=en&user=Qk3qyJEAAAAJ|         26|          22|      4692|       3481|            32|             36|9232372474901007921|
27023|LRFxpc0AAAAJ|Francisco Gracia                          |Universidad de Chile                                                                                                        |uchile   |heterogeneous CatalysisPhotocatalysishydrogenCO2energy                                                                  |https://scholar.google.com/citations?hl=en&user=LRFxpc0AAAAJ|         33|          28|      4685|       3941|            41|             47|9232372474901007921|
27098|6TOdTtEAAAAJ|Gina Sanchez                              |Facultad de Medicina Universidad de Chile                                                                                   |uchile   |CardiovascularModificaciones RedoxMitocondrias                                                                          |https://scholar.google.com/citations?hl=en&user=6TOdTtEAAAAJ|         34|          24|      4655|       1863|            51|             89|9232372474901007921|
27467|wQUy7CAAAAAJ|Roberto Álvarez                           |University of Chile                                                                                                         |uchile   |International TradeProductivityInnovation                                                                               |https://scholar.google.com/citations?hl=en&user=wQUy7CAAAAAJ|         27|          21|      4618|       2117|            43|             80|9232372474901007921|
27903|J14cEJEAAAAJ|Squella JA                                |University of Chile                                                                                                         |uchile   |Chemistry                                                                                                               |https://scholar.google.com/citations?hl=en&user=J14cEJEAAAAJ|         37|          15|      4614|       1047|            30|            154|9232372474901007921|
28192|KLpE0k0AAAAJ|Mauricio González                         |Profesor titular, Universidad de Chile                                                                                      |uchile   |                                                                                                                        |https://scholar.google.com/citations?hl=en&user=KLpE0k0AAAAJ|         36|          22|      4610|       2004|            47|             69|9232372474901007921|
28297|ht2jo50AAAAJ|Martin Gotteland                          |Dpt. of Nutrition, Fac. of Medicine, University of Chile                                                                    |uchile   |Human NutritionDigestive physiology                                                                                     |https://scholar.google.com/citations?hl=en&user=ht2jo50AAAAJ|         39|          24|      4589|       2220|            49|             74|9232372474901007921|
28494|kXJYk20AAAAJ|Marcela Hernández R.                      |Universidad  de Chile                                                                                                       |uchile   |Oral PathologyPeriodontitis BiomarkersEndodonticsSystemic inflammation                                                  |https://scholar.google.com/citations?hl=en&user=kXJYk20AAAAJ|         33|          27|      4574|       2927|            64|             73|9232372474901007921|
28732|U_df6NEAAAAJ|Christian González-Billault               |Universidad de Chile                                                                                                        |uchile   |cytoskeletonneuronal differentiationneurodegenerative disordersaginggeroscience                                         |https://scholar.google.com/citations?hl=en&user=U_df6NEAAAAJ|         38|          30|      4551|       2583|            70|             77|9232372474901007921|
28836|GyiegqsAAAAJ|Osvaldo Alvarez                           |Profesor, Universidad de Chile                                                                                              |uchile   |Canales de ionesestructura e proteínas de membrana                                                                      |https://scholar.google.com/citations?hl=en&user=GyiegqsAAAAJ|         35|          14|      4457|        756|            22|             60|9232372474901007921|
28989|qabycucAAAAJ|Lydia Lera                                |INTA, Universidad de Chile                                                                                                  |uchile   |Validación de instrumentosmodelaciónanálisis multivariadosenvejecimiento                                                |https://scholar.google.com/citations?hl=en&user=qabycucAAAAJ|         35|          26|      4519|       2288|            70|             92|9232372474901007921|
29245|i2TCCA4AAAAJ|Maria Rosa Bono                           |Profesor titular Universidad de Chile                                                                                       |uchile   |Inmunología                                                                                                             |https://scholar.google.com/citations?hl=en&user=i2TCCA4AAAAJ|         31|          22|      4459|       1576|            37|             68|9232372474901007921|
29380|qst2D-gAAAAJ|Maria Isabel Ofelia Behrens               |Profesor Titular Neurologia Hospital Clinico Universidad de Chile                                                           |uchile   |NeurologíademenciasAlzheimerneurociencias                                                                               |https://scholar.google.com/citations?hl=en&user=qst2D-gAAAAJ|         31|          20|      4414|       1538|            30|             55|9232372474901007921|
29542|U0XHBs8AAAAJ|Javier Ruiz-del-Solar                     |Universidad de Chile                                                                                                        |uchile   |Mobile RoboticsComputer VisionFace Analysis                                                                             |https://scholar.google.com/citations?hl=en&user=U0XHBs8AAAAJ|         33|          21|      4381|       1632|            49|            113|9232372474901007921|
29886|UwNv9B0AAAAJ|Diego Morata                              |Universidad de Chile                                                                                                        |uchile   |Petrology and Geochemistry                                                                                              |https://scholar.google.com/citations?hl=en&user=UwNv9B0AAAAJ|         37|          28|      4371|       2335|            77|            115|9232372474901007921|
30340|sLVFni0AAAAJ|Lisette Leyton                            |Professor, Universidad de Chile                                                                                             |uchile   |Cell  and Molecular Biology                                                                                             |https://scholar.google.com/citations?hl=en&user=sLVFni0AAAAJ|         36|          28|      4264|       1615|            50|             66|9232372474901007921|
30429|1SHHThYAAAAJ|Marcos Orchard                            |University of Chile                                                                                                         |uchile   |Fault diagnosisFailure prognosisBayesian state estimation                                                               |https://scholar.google.com/citations?hl=en&user=1SHHThYAAAAJ|         34|          27|      4249|       2574|            59|             69|9232372474901007921|
30631|a6lUuiwAAAAJ|Jorge Pérez                               |Computer Science Department, Universidad de Chile                                                                           |uchile   |Database TheoryWeb DataArtificial IntelligenceNatural Language Processing                                               |https://scholar.google.com/citations?hl=en&user=a6lUuiwAAAAJ|         27|          21|      4216|       1955|            30|             34|9232372474901007921|
30731|Kali-yUAAAAJ|Mario I. Molina                           |Universidad de Chile                                                                                                        |uchile   |Physics                                                                                                                 |https://scholar.google.com/citations?hl=en&user=Kali-yUAAAAJ|         32|          16|      4324|       1330|            31|             88|9232372474901007921|
