id_ror,website,acronym_ror,name_es,name_en,geonames_id,country_code,country_name,lat,lng,name_location,last_modified_ror,id_gs,acronym_gs
https://ror.org/05xs36f43,https://www.ularepublica.cl/,ULARE,Universidad La República,,3871336,CL,Chile,-33.440692,-70.66268,Santiago,2024-05-13,,
https://ror.org/05ap1zt54,http://www.umcervantes.cl/,UMC,Universidad Miguel de Cervantes,Miguel de Cervantes University,3871336,CL,Chile,-33.437183,-70.64712,Santiago,2024-05-13,,
https://ror.org/01rwn3f68,https://www.upv.cl/,UPV,Universidad Pedro de Valdivia,,3871336,CL,Chile,-33.4489,-70.66122,Santiago,2024-05-13,,
https://ror.org/04bpsn575,https://www.utem.cl/,UTEM,Universidad Tecnológica Metropolitana,Metropolitan University of Technology,3871336,CL,Chile,-33.447493,-70.657639,Santiago,2024-05-13,,
https://ror.org/010r9dy59,http://www.uautonoma.cl/,,Universidad Autónoma de Chile,,3870011,CL,Chile,-33.426204,-70.611268,Temuco,2024-05-13,6219877915722792561,UAUTONOMA
https://ror.org/01ybmjm77,http://www.helenkeller.cl/,,Instituto Profesional Helen Keller,,3868626,CL,Chile,-33.039933,-71.625447,Valparaíso,2024-05-13,,
https://ror.org/05141h569,http://www.inacap.cl/,INACAP,Instituto Nacional de Capacitación Profesional,,3871336,CL,Chile,-33.379764,-70.54109,Santiago,2024-05-13,,
https://ror.org/00txsqk22,https://www.uvm.cl,UVM,Universidad Viña del Mar,Viña del Mar University,3868121,CL,Chile,-33.024346,-71.564259,Viña del Mar,2024-05-13,,
https://ror.org/0184kye93,http://www.udelmar.cl,,Universidad del Mar,,3868121,CL,Chile,-33.025849,-71.561821,Viña del Mar,2024-05-13,,
https://ror.org/038j0b276,https://www.unach.cl/,UNACH,Universidad Adventista de Chile,,3895088,CL,Chile,-36.6372211805996,-71.9963881576708,Chillán,2024-05-13,,
https://ror.org/016967s24,https://vallecentral.cl/,,Instituto Profesional Valle Central,,3893629,CL,Chile,-29.90464,-71.244002,Coquimbo,2024-05-13,,
https://ror.org/02ed69v98,http://www.dportales.cl/,,Instituto Profesional Diego Portales,,3893894,CL,Chile,-36.825861,-73.056059,Concepción,2024-05-13,,
https://ror.org/00aa17k52,http://www.ipg.cl/,,Instituto Profesional Ipg,,3893894,CL,Chile,-33.445052,-70.658145,Concepción,2024-05-13,,
https://ror.org/04jrwm652,http://www.uss.cl/,USS,Universidad San Sebastián,San Sebastián University,3893894,CL,Chile,-36.810622,-73.042735,Concepción,2024-05-13,1812728570911196340,USS
https://ror.org/04p83bg23,https://www.ipla.cl/,,Instituto Profesional Libertador de Los Andes,,3882434,CL,Chile,-32.833592,-70.596558,Los Andes,2024-05-13,,
https://ror.org/03rjhfb18,http://www.uac.cl/,UAC,Universidad de Aconcagua,,3872255,CL,Chile,-33.424438,-70.619752,San Felipe,2024-05-13,,
https://ror.org/00emh4n53,http://lbi.cl/v/,LBI,Instituto Profesional Alemán Wilhelm von Humboldt,,3871336,CL,Chile,-33.395314,-70.569011,Santiago,2024-05-13,,
https://ror.org/04yrw8521,https://www.carloscasanueva.cl/,,Instituto Profesional Carlos Casanueva,,3871336,CL,Chile,-33.443592,-70.648286,Santiago,2024-05-13,,
https://ror.org/047gc3g35,http://www.uchile.cl/,,Universidad de Chile,University of Chile,3871336,CL,Chile,-33.44332,-70.650585,Santiago,2024-05-13,,
https://ror.org/02vmd6f14,http://www.saintjohns.cl/,,,Saint John's School,3893894,CL,Chile,-36.862217,-73.105591,Concepción,2024-05-13,,
https://ror.org/024wr7x07,http://www.uleones.com/,,Universidad Los Leones,,3871336,CL,Chile,-33.449488,-70.668044,Santiago,2024-05-13,,
https://ror.org/01dkyny41,http://www.uniacc.cl,,Universidad UNIACC,,3871336,CL,Chile,-33.447267,-70.684808,Santiago,2024-05-13,,
https://ror.org/044cse639,https://www.uoh.cl/,UOH,Universidad de O'Higgins,University of O'Higgins,3873775,CL,Chile,-34.164289,-70.741661,Rancagua,2024-05-13,,
https://ror.org/03fqcyc11,http://www.flacsochile.org/,FLACSO,Facultad Latinoamericana de Ciencias Sociales,Latin American Faculty of Social Sciences,3871336,CL,Chile,-33.422145,-70.613791,Santiago,2024-05-13,,
https://ror.org/00m0k5p91,http://www.cctval.cl/,CCTVal,Centro Científico Tecnológico de Valparaíso,,3868626,CL,Chile,-33.0352307,-71.5998467,Valparaíso,2024-05-13,,
https://ror.org/05510vn56,http://www.usm.cl/,UTFSM,Universidad Técnica Federico Santa María,Federico Santa María Technical University,3868626,CL,Chile,-33.036,-71.62963,Valparaíso,2024-05-13,9225498103198054248,USM
https://ror.org/04xe01d27,http://www.uta.cl/,,Universidad de Tarapacá,University of Tarapacá,3899361,CL,Chile,-18.4746,-70.29792,Arica,2024-05-13,4727335469935944428,UTA
https://ror.org/0326knt82,https://www.uai.cl/,UAI,Universidad Adolfo Ibáñez,Adolfo Ibáñez University,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,10448777709790852446,UAI
https://ror.org/01ht74751,http://www.userena.cl/,ULS,Universidad de La Serena,University of La Serena,3884373,CL,Chile,-29.90453,-71.24894,La Serena,2024-05-13,6030355530770144394,USERENA
https://ror.org/00bt7we59,http://www.colegiomedico.cl/,,Colegio Médico de Chile,Medical College of Chile,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/05bpd1c44,https://uaysen.cl/,,Universidad de Aysén,,3894426,CL,Chile,-45.57524,-72.06619,Coyhaique,2024-05-13,,
https://ror.org/04eyc6d95,https://www.uantof.cl/,UA,Universidad de Antofagasta,University of Antofagasta,3899539,CL,Chile,-23.65236,-70.3954,Antofagasta,2024-05-13,7010446216104013295,UANTOF
https://ror.org/05jk8e518,http://www.ulagos.cl/,,Universidad de Los Lagos,University of Los Lagos,3877949,CL,Chile,-40.57395,-73.13348,Osorno,2024-05-13,13824009975929506544,ULAGOS
https://ror.org/01s4gpq44,https://www.utalca.cl/,,Universidad de Talca,University of Talca,3870294,CL,Chile,-35.4264,-71.65542,Talca,2024-05-13,7732664165981901274,UTALCA
https://ror.org/01hrxxx24,http://www.unap.cl/prontus_unap/site/edic/base/port/inicio_nuevo.html,,Universidad Arturo Prat,Arturo Prat University,3887127,CL,Chile,-20.21326,-70.15027,Iquique,2024-05-13,18273373707046377092,UNAP
https://ror.org/00749za89,https://www.uahurtado.cl/,UAH,Universidad Alberto Hurtado,Alberto Hurtado University,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,15469411678705648791,UAHURTADO
https://ror.org/03xmk2w36,http://www.uarcis.cl,UARCIS,Universidad de Arte y Ciencias Sociales,University of Art and Social Sciences,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/005g07p37,http://www.uiberoamericana.cl,UNICIT,Universidad Iberoamericana de Ciencias y Tecnología,Iberoamerican University of Science and Technology,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/0577avk88,https://www.ucentral.cl/,UCEN,Universidad Central de Chile,Central University of Chile,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/00rbe2516,https://www.institutosaphir.cl,SAPHIR,"Instituto Milenio de Física Subatómica en la Frontera de Altas Energías, Saphir","Millennium Institute for Subatomic Physics at High-Energy Frontier, Saphir",3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/03y6k2j68,http://www.ucsc.cl,UCSC,Universidad Católica de la Santísima Concepción,,3893894,CL,Chile,-36.82699,-73.04977,Concepción,2024-05-13,3702576657308349741,UCSC
https://ror.org/01qq57711,https://www.unab.cl,UNAB,Universidad Andrés Bello,Andrés Bello University,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,13542589241086358186,UNAB
https://ror.org/00x0xhn70,https://www.ubo.cl/,UBO,Universidad Bernardo O'Higgins,,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/03n6z5186,https://ceduc.cl,,CEDUC UCN,,3893629,CL,Chile,-29.95332,-71.33947,Coquimbo,2024-05-13,,
https://ror.org/02akpm128,http://www.ucn.cl,UCN,Universidad Católica del Norte,Catholic University of the North,3899539,CL,Chile,-23.65236,-70.3954,Antofagasta,2024-05-13,17255630398072300451,UCN
https://ror.org/012w3pv65,,,Instituto Catequístico Universidad Católica,,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/05y9zc593,,,Universidad San Anselmo de Canterbury,,3895113,CL,Chile,-46.541,-71.72375,Chile Chico,2024-05-13,,
https://ror.org/037zh7469,,,Departamento Universitario Obrero Campesino,,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/049784n50,http://www.umag.cl/,UMAG,Universidad de Magallanes,University of Magallanes,3874787,CL,Chile,-53.15483,-70.91129,Punta Arenas,2024-05-13,14351944662178497517,UMAG
https://ror.org/04v0snf24,https://www.ufro.cl,UFRO,Universidad de La Frontera,University of La Frontera,3870011,CL,Chile,-38.73965,-72.59842,Temuco,2024-05-13,13908003347799972066,UFRONTERA
https://ror.org/029ycp228,https://www.uach.cl/,UACh,Universidad Austral de Chile,Austral University of Chile,3868707,CL,Chile,-39.81422,-73.24589,Valdivia,2024-05-13,16206413231987421209,UACH
https://ror.org/04teye511,http://www.uc.cl/,UC,Pontificia Universidad Católica de Chile,Pontifical Catholic University of Chile,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,7459009050823923954,UC
https://ror.org/02cafbr77,http://www.ucv.cl,PUCV,Pontificia Universidad Católica de Valparaíso,Pontifical Catholic University of Valparaíso,3868626,CL,Chile,-33.036,-71.62963,Valparaíso,2024-05-13,7698552169257898503,PUCV
https://ror.org/04ycjr830,https://www.espacioecp.com,,Espacio ECP - Núcleo de Estudios y Formación en Terapia Centrada en la Persona,,3873145,CL,Chile,-40.33494,-72.95564,Río Bueno,2024-05-13,,
https://ror.org/05wygq130,https://www.ugm.cl/,UGM,Universidad Gabriela Mistral,Gabriela Mistral University,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/00pn44t17,https://www.umayor.cl,,Universidad Mayor,,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-05-13,,
https://ror.org/04dndfk38,https://www.ubiobio.cl,UBB,Universidad del Bío-Bío,University of Bío-Bío,3893894,CL,Chile,-36.82699,-73.04977,Concepción,2024-05-13,8365100606562762008,UBIOBIO
https://ror.org/02ma57s91,http://www.usach.cl/,,Universidad de Santiago de Chile,University of Santiago Chile,3871336,CL,Chile,-33.45694,-70.64827,Santiago,2024-06-20,605437563739143535,USACH
https://ror.org/0171wr661,https://www.upla.cl,UPLA,Universidad de Playa Ancha de Ciencias de la Educación,Playa Ancha University of Educational Sciences,3868626,CL,Chile,-33.036,-71.62963,Valparaíso,2024-07-11,8337597745079551909,UPLA
