Autor	Género	Total de Artículos
VILLAR, RAUL	Hombre	1
BARRIOS GALLEGUILLOS, NICOLE	Mujer	1
JOFRE CUELLO, LAURA	Mujer	1
ALVAREZ-MARIN, ALEJANDRO	Hombre	20
ACUNA-OPAZO, CHRISTIAN	Hombre	4
GARGIULO, IGNACIO D.	Hombre	2
OSES PEDRAZA, ROMULO	Hombre	1
OLAVE-ROJAS, DANIELA	Mujer	2
MENDEZ-HERNANDEZ, H.	Hombre	2
ROJAS, PILAR	Mujer	2
GARCIA-GARCIA, M.	Hombre	3
VASQUEZ LEYTON, GABRIELA ALEJANDRA	Mujer	1
MORAGA, NELSON	Hombre	1
OLIVA H, SEBASTIAN	Hombre	1
LOPEZ-CORTES, FRANCISCO	Hombre	10
BERNAL, CLAUDIA	Mujer	34
PAEZ MUNOZ, DENNIS	Hombre	1
GOMEZ-CALLE, VILMA	Mujer	1
GELDES, CRISTIAN	Hombre	3
LHERMITTE, STEF	Hombre	15
SCHAFFER, NICOLE	Mujer	3
ASTUDILLO ZEPEDA, CESAR	Hombre	1
PERINES VELIZ, HAYLEN	-	1
NAVARRETE, CARLOS	Hombre	32
VEGA-JORQUERA, PEDRO OSVALDO	Hombre	32
ASTUDILLO, J.	-	1
SILVA-LLANCA, LUIS	Hombre	20
GARCIA, VICTOR	Hombre	1
GARCIA, SAMANTHA	Mujer	1
TORO-ESPEJO, MAURICIO	Hombre	1
DUHALDE-SAEZ, DENISSE JAVIERA	-	5
OTA, TOSHIHIKO	Hombre	1
GONZALEZ-ARIAS, MAURICIO	Hombre	14
GALDAMES-CRUZ, SUSAN ALEJANDRA	Mujer	7
CABEZAS DEL FIERRO, PAULA	Mujer	8
VARAS ESPINOZA, GERMAN	Hombre	3
GONZALEZ HERRERA, VALERIA	Mujer	1
MANOBEL, BARTOLORNE	-	1
VALOIS, REMI	Hombre	3
ZUNIGA, MAURICIO	Hombre	1
HASSELQUIST, STEN	Hombre	1
AVARIA-LLAUTUREO, JORGE	Hombre	1
PIZARRO-OTEIZA, SEBASTIAN	Hombre	4
LEIVA-PORTILLA, DIANA	Mujer	5
MONTENEGRO-MAGGIO, MAXIMILIANO JOSE	Hombre	5
HERNANDEZ LANG, DANIEL	Hombre	1
CASTILLO-VERGARA, MAURICIO	Hombre	10
PLACENCIO-HIDALGO, DARIO	Hombre	2
MALDONADO-VELARDE, DIEGO EDUARDO	Hombre	1
HEREDIA, VALENTINA	Mujer	1
ARAYA-PINONES, ANGELO	Hombre	1
ZAMORA-SAA, J.	-	1
SQUEO-PORCILE, FRANCISCO ANTONIO	Hombre	55
SERON-NAVARRETE, JACQUELINE CAROLINA	Mujer	1
VEGA-MARTINEZ, CRISTIAN ANTONIO	Hombre	18
CONTRERAS GONZALEZ, OSCAR	Hombre	1
GARCIA, MARJORIE	Mujer	1
O&#39;SHEA, BRIAN W.	Hombre	1
CASTILLO-VERGARA, MAURICIO	Hombre	1
ALFARO, MAURICIO	Hombre	1
SALVATIERRA, RICARDO	Hombre	1
DURAN HERRERA, ANGEL	Hombre	1
GARCIA PINEDA, VALENTINA ANDREA	Mujer	1
PAREDES JOFRE, ANDRES	Hombre	1
COLLAO ASTORGA, FRANCISCA VALENTINA	Mujer	1
GAJARDO GAJARDO, PEDRO TOMAS	Hombre	1
TABILO BARRAZA, FRANCISCA JAVIERA	Mujer	1
CONCHA MARIN, FRANCISCA	Mujer	1
LARRAIN SANCHEZ, VICTORIA	Mujer	1
ROJAS DUARTE, FABIANA	Mujer	1
TAPIA LARGO, SEBASTIAN	Hombre	1
HERRERA-MADARIAGA, MARISOL A.	Mujer	1
CASTRO, DAVID	Hombre	1
URZUA-SALCEDO, JOHANNA ESTEFANY	Mujer	1
RODRIGUEZ-MALEBRAN, MARIANO	Hombre	1
CEA, ALEX	Hombre	8
GAMEN, ROBERTO	Hombre	5
ALANIZ FLORES, PAZ BELEN	Mujer	1
PIZARRO ROJAS, TATIANA PAULINA	Mujer	1
SABAJ, OMAR	Hombre	31
MATSUDA, KEN	Hombre	6
CALLEJAS, LORETO	Mujer	1
CONTRERAS G, OSCAR	Hombre	1
GOMEZ SH, DAVID	Hombre	1
CABANA VILLCA, SEGUNDO RICARDO	Hombre	1
CAROCA RIVERA, RUTH	Mujer	1
LOPEZ MANQUEZ, ANA	Mujer	1
RODRIGUEZ-NUNEZ, KAREN	Mujer	13
ANGELONI, RODOLFO	Hombre	15
SANDOVAL-SANDOVAL, ANA CAROLINA	Mujer	1
CABRALES, ROBERTO CARLOS	Hombre	14
