Autor	Género	Total de Artículos
PAREDES-POBLETE, ADRIAN GUILLERMO	Hombre	48
FERNANDEZ-LORENZO, M.	Mujer	21
ESPINOLA-NOVELO, JUAN F.	Hombre	7
IRIARTE, YURI	Hombre	24
PULIDO-IPARRAGUIRRE, DIEGO	Hombre	4
HERRERA, SEBASTIAN	Hombre	5
MAXWEEL, LINDLEY	Hombre	1
BORQUEZ-RAMIREZ, JORGE PATRICIO	Hombre	83
ZAMORANO-MOLINA, PEDRO LEONEL	Hombre	34
CASTRO, R.	Hombre	5
MANZO-BOTARELLI, OSCAR	Hombre	1
TRUJILLO, ERWIN	Hombre	1
OTERO-FARIAS, PATRICIO	Hombre	1
DROGUETT, BYRON	Hombre	8
SALVADOR SAGUEV, FRANCISCO	Hombre	1
ESPINOSA, CRISTIAN N.	Hombre	1
HENRIQUEZ-OLGUIN, CARLOS	Hombre	1
AGUILAR-ESPINOSA, PABLO MANUEL	Hombre	8
JUSTEL, FRANCISCA J.	Mujer	10
SALINAS, KARINA E.	Mujer	1
HERREROS, OSVALDO	Hombre	5
CAMPOS, FERNANDO	Hombre	1
RAMOS-ANDRADE, J. P.	Hombre	2
URRUTIA, JAVIER	Hombre	4
GALLUCCIO, L.	-	1
KORDOPATIS, G.	Hombre	1
MIGNARD, F.	-	1
TANGA, P.	Hombre	1
CARBALLO, R.	-	1
CANCELLIERE, R.	-	1
ARAYA, NATALIA	Mujer	6
CASANELLO, PAOLA	Mujer	1
ROBBIANO, MARIA	Mujer	1
CAMERON, HENRY	Hombre	5
ARAN-SEKUL, TOMAS	Hombre	3
CRUZ, VICTORIA	Mujer	1
OSORIO, LUIS	Hombre	8
ESCOBAR-VERA, JORGE	Hombre	5
MARCHANT, FRANCISCA	Mujer	1
VEJAR, DRINA	-	4
MENESES, DANIELA	Mujer	1
CACERES, LUIS	Hombre	25
SALDIVIA, JESSICA	Mujer	1
PALICIO, PEDRO A.	Hombre	1
BON, MELANIE	Mujer	3
SOTOMAYOR, A.	Hombre	50
GUILLAUME, MARTIN	Hombre	2
FERRADA-MARTINEZ, PABLO DANIEL	Hombre	40
ARDILES-VILLEGAS, KAREN DENISSE	Mujer	1
VARELA, HECTOR	Hombre	20
GARCIA, VERONICA	Mujer	1
SOLIZ, ALVARO	Hombre	5
GARCIA, VICTOR	Hombre	3
MORALES, JUAN	Hombre	2
ANDREA POBLETE, CLAUDIA	Mujer	1
RIVERO-CASTILLO, TOMAS	Hombre	1
JIMENEZ, VICTOR	Hombre	1
RAMOS-GALARZA, CARLOS	Hombre	3
RIVEROS, FELIPE	Hombre	2
SAYES, CAMILA	Mujer	5
PLAZA, JULIAN	Hombre	2
INFANTE, CLAUDIA D.	Mujer	1
PEREZ-GODOY, VILMA ALEJANDRA	Mujer	2
GRAGEDA, MIRKO	Hombre	1
USHAK-DE GRAGEDA, SVETLANA NIKOLAEVNA	Mujer	69
SANCHEZ-GONZALEZ, PAULINA JAVIERA	Mujer	1
PIZARRO, R.	Hombre	2
SOTO-GARRIDO, RODRIGO	Hombre	1
MENA, FRANCISCO	Hombre	2
ACOSTA-FLORES, R.	Hombre	7
MORALES-MALEBRAN, JORGE	Hombre	1
BLANCO, ELIAS H.	Hombre	2
MANCILLA-SIERPE, EDGARDO	Hombre	1
FERNANDEZ, LUIS	Hombre	1
MAASS, FERNANDO	Hombre	19
ALAVIA, W.	Hombre	4
MORALES, GLAUCO	Hombre	18
MERCADO-SEGUEL, ANA VERONICA	Mujer	7
NACARI-ENCISO, LUIS ANGEL	Hombre	17
SOLIS-CORNEJO, FRANCISCO OSVALDO	Hombre	1
VALENZUELA-GUERRERO, BERNARDITA	Mujer	1
BEIZA, FELIPE	Hombre	2
PULIDO IPARRAGUIRRE, DIEGO	Hombre	1
ALONSO, E.	Mujer	15
MEDINA-OYARZO, PABLO	Hombre	1
ALVARADO ACUNA, LUIS	Hombre	1
JAMETT ARANDA, INGRID	Mujer	1
PELOPE LONGA-PENA, PEN	-	1
CERDA, CECILIA P.	Mujer	1
BRAVO, JOEL	Hombre	7
ROMERO-MURILLO, PATRICIA	Mujer	1
PEREIRA SALAZAR, CLAUDIO	Hombre	2
ROJAS JARA, CLAUDIO	Hombre	1
GONZALEZ, ALONSO	Hombre	6
ROJAS DURAN, PABLO	Hombre	1
RUZ-MORENO, PAULA MARIELA	Mujer	4
ARANEDA-FAUNDEZ, CATHERINE EVELYN	Mujer	4
MURUCHI, LUCY	Mujer	4
PEZOA-FUENTES, CLAUDIA	Mujer	2
LASTRA, F.	-	4
ESCALONA, MAURICIO	Hombre	3
RIVEROS, KARINA	Mujer	1
LOYOLA-MORALES, LUIS ALBERTO	Hombre	28
