Autor	Género	Total de Artículos
CORTES-FUENTES, IGNACIO ANTONIO	Hombre	3
VALENCIA-PEREIRA, CAMILA FERNANDA	Mujer	1
PERALTA, EMILIA	Mujer	2
PINCHART, PILAR	Mujer	1
PEREZ PANTOJA, D.	Hombre	22
BRAVO ROMAN, HECTOR	Hombre	1
GONZALEZ-LEIVA, DANIELA	Mujer	1
CORREA SILVA, MARA DEL PILAR	Mujer	1
KLARIAN VERGARA, JOSE	Hombre	1
MARTINEZ-CIFUENTES, MAXIMILIANO	Hombre	9
VERGARA, PEDRO	Hombre	7
SEGOVIA-MONRROY, MARJORIE MERYANN	Mujer	3
MEDINA CARRIL, D. M.	-	1
ROJAS-LAZO, LORETO VALENTINA	Mujer	1
SEPULVEDA-OEHNINGER, DANIEL	Hombre	10
BARROS-JARA, LORENA	Mujer	1
RETAMAL, CHRISTIAN	Hombre	1
TORRES-BUSTOS, HECTOR	Hombre	1
SIERRA-ROSALES, PAULINA	Mujer	12
CANTILLANA REYES, JUAN CARLOS	Hombre	1
PILAR PINCHART SAAVEDRA, MA	-	1
GUERRERO-NUNEZ, JUAN DEL CARMEN	Hombre	1
RODRIGUEZ, F.	Hombre	1
PACHECO-BLANCO, BELGICA	-	2
KAMANI-FARD, ASAL	Mujer	3
SAGREDO-OYARCE, DALLITS H.	-	2
RODRIGUEZ-CORDOVA, LEONARDO A.	Hombre	1
CORREA SILVA, MARIA DEL PILAR	Mujer	1
CABELLO-MORA, MARCELA BEATRIZ	Mujer	1
BUSTOS, ODETTE	Mujer	1
DIAZ, LESLIE	Mujer	1
DEVIS, SINDY	Mujer	1
SANHUEZA OLAVE, MIGUEL	Hombre	1
JORQUERA PINO, PAULA JESSICA	Mujer	4
MAULEN, DAVID	Hombre	1
KLARIAN, JOSE	Hombre	3
CORDOVA-ALARCON, EVELYN NICOLE	Mujer	1
FARKAS, CARLOS A.	Hombre	1
SEGEUR, SUZANNE	Mujer	1
AGUILA-CAMACHO, NORELYS	-	23
HERRERA, IGNACIO	Hombre	1
BORMANN-MARAMBIO, CARLA	Mujer	1
RODRIGUEZ-MAULEN, NICOLE	Mujer	1
TOLVETT, SEBASTIAN	Hombre	6
PELLENZ, MARCELO E.	Hombre	1
MORALES AGUILERA, PAULINA	Mujer	1
COCCIO, NICOL	Mujer	1
DELARZE, CARLOS	Hombre	1
TAPIA-VILLANUEVA, CECILIA VERONICA	Mujer	1
LEMUS, MIGUEL	Hombre	1
NOVA-MARTINEZ, ESTEBAN	Hombre	3
DROGUETT, FELIPE	Hombre	1
PASTEN-CARRASCO, ROBERTO ARTURO	Hombre	1
MALDONADO-AGURTO, RODRIGO ALEJANDRO	Hombre	2
SIERPE, RODRIGO	Hombre	2
FARIAS, DIEGO	Hombre	1
ARAYA, JUAN-FRANCISCO	Hombre	1
ORREGO, MACARENA	Mujer	1
ROMAN-CESPEDES, ALEJANDRA ESTER	Mujer	1
WACHTER, J. A.	-	2
CORREA-DEVES, RAFAEL	Hombre	6
LEON, ALEJANDRO O.	Hombre	8
ESPINOZA, SULLY	-	1
VALLEJOS, N.	Mujer	1
