organization,scholar_id,affiliation,email_domain,citedby,interests
8337597745079551909,hvjk24EAAAAJ,Universidad de Playa Ancha,@upla.cl,1538.0,"Ecologia Microbiana, Biogeoquimica, Oceanografia Microbiana"
8337597745079551909,2BTxUj4AAAAJ,"Departamento de Ciencias Geográficas, Universidad de Playa Ancha",@upla.cl,1470.0,"Geografía Ambiental, Ecología del Paisaje, Paleoecología, Palinología"
8337597745079551909,qUMntLgAAAAJ,Universidad de Playa Ancha,@upla.cl,1316.0,Environmental Microbiology
8337597745079551909,gQb_tFMAAAAJ,Universidad de Playa Ancha,@upla.cl,1310.0,Estadística Aplicada a la Educación y psicometría
8337597745079551909,tU0-kcwAAAAJ,HUB Ambiental - Universidad de Playa Ancha,@upla.cl,1065.0,Ecotoxicology
8337597745079551909,n1qKMYwAAAAJ,"Cs. Department, Universidad de Playa Ancha",@upla.cl,999.0,"web mining, data science, scientometrics, online social networks"
8337597745079551909,ohz0wccAAAAJ,Universidad de Playa Ancha,@upla.cl,954.0,"ecotoxicology, environmental biotechnology, Climate Change, ecology, phycology"
8337597745079551909,vp8AanYAAAAJ,"bioemcánica, universidad de santiago de chile -  universidad de playa ancha",@upla.cl,860.0,"bioemcánica, neurologia"
8337597745079551909,RSPoIt0AAAAJ,"Academico, Departamento de Química, Universidad de Playa Ancha",@upla.cl,860.0,Productos Naturales y Síntesis Organica
8337597745079551909,UBd6oewAAAAJ,Universidad de Playa Ancha,@upla.cl,826.0,"Optimization, Constraint Programming, Metaheuristics"
8337597745079551909,XjcDFw8AAAAJ,"LABMAI, Facultad de Ingeniería, Universidad de Playa Ancha",@upla.cl,668.0,"Biotecnología ambiental, tratamiento de residuos líquidos, Ingeniería Ambiental"
8337597745079551909,zjtOL9EAAAAJ,Universidad de Playa Ancha,@upla.cl,507.0,"Raman Spectroscopy, plasmonic nanoparticles"
8337597745079551909,SApybyoAAAAJ,Universidad de Playa Ancha,@upla.cl,501.0,Educación
8337597745079551909,7gNGVmUAAAAJ,Universidad de Playa Ancha,@upla.cl,437.0,"remote sensing, snow, wildfire, vegetation"
8337597745079551909,LK7H0t4AAAAJ,"Centro de Estudios Avanzados, Universidad de Playa Ancha",@upla.cl,405.0,Education
8337597745079551909,5FYj65EAAAAJ,Universidad de Playa Ancha,@upla.cl,362.0,educación - pedagogías críticas - teoría crítica latinoamericana - marxismo
8337597745079551909,Mbzn2xcAAAAJ,Universidad de Playa Ancha,@upla.cl,328.0,"Machine Learning, Ensemble Learning, Neural Networks"
8337597745079551909,dm0W1pwAAAAJ,"Profesor Asociado, Universidad de Playa Ancha",@upla.cl,317.0,Microbiología
8337597745079551909,C7CQiG0AAAAJ,"Centro de Estudios Avanzados, Universidad de Playa Ancha",@upla.cl,274.0,Literatura
8337597745079551909,eO6VdggAAAAJ,Universidad de Playa Ancha,@upla.cl,264.0,"Educación Inclusiva, Estudios de la Discapacidad, Convivencia Escolar"
8337597745079551909,9oV68QsAAAAJ,"académica, Universidad de Playa Ancha",@upla.cl,247.0,"educación superior, acreditación institucional, gestion"
8337597745079551909,VmwpZ0kAAAAJ,Universidad de Playa Ancha,@upla.cl,249.0,
8337597745079551909,SMkPVdgAAAAJ,"HUB AMBIENTAL UPLA, LACER lab, Universidad de Playa Ancha",@upla.cl,239.0,"Microbial Ecology, Ecotoxicology, Biogeochemical cycles, Antarctic science"
8337597745079551909,rh5fuC8AAAAJ,"Profesor de fisiología del ejercicio, Universidad de Playa Ancha, Chile.",@upla.cl,238.0,
8337597745079551909,WUBNh6cAAAAJ,"Universidad de Playa Ancha, Chile",@upla.cl,219.0,"sociología del género, teorías feministas, violencia de género, género y migraciones"
8337597745079551909,Dq9vvmUAAAAJ,"Departamento de Estudios Territoriales y Diálogos Interculturales, Universidad de Playa Ancha",@upla.cl,211.0,
8337597745079551909,F_-nBT8AAAAJ,Universidad de Playa Ancha,@upla.cl,205.0,"Química, Tecnología educativa, suelo"
8337597745079551909,Txm8bTQAAAAJ,"Facultad de Ciencias Sociales, Universidad de Playa Ancha",@upla.cl,211.0,"Educación comparada, participación política, movimientos docentes, políticas educativas, investigación participativa"
8337597745079551909,l_prU30AAAAJ,Universidad de Playa Ancha,@upla.cl,207.0,Mecanismos de resistencia a estrés abiótico en algas
8337597745079551909,nMlED5kAAAAJ,Universidad de Playa Ancha,@upla.cl,201.0,"Molecular Cell Biology and Neurosciences, Philosophy of Cognitive Scicences, Academic Open Access"
8337597745079551909,couxS34AAAAJ,"Profesora Titular Universidad de Playa Ancha, Chile",@upla.cl,196.0,"Literatura Hispanoamericana Contemporánea, Representaciones culturales de la violencia, Estudios culturales"
8337597745079551909,Ob83dQ4AAAAJ,"Profesor de Periodismo, Universidad de Playa Ancha, Valparaíso-Chile",@upla.cl,190.0,"epistemología de la comunicación, comunicación intercultural, comunicación y ciudad"
8337597745079551909,-SpTfowAAAAJ,"Dpto de Cs y Geografía, Facultad de Ciencias Naturales y Exactas, Universidad de Playa Ancha",@upla.cl,187.0,"Química Ambiental, Toxicología"
8337597745079551909,AiP_n0UAAAAJ,"Departameto de Artes Integradas, Facultad de Arte, Universidad de Playa Ancha",@upla.cl,184.0,"Musicology, Sociology, Labour History"
8337597745079551909,fD6-URcAAAAJ,Universidad de Playa Ancha,@upla.cl,188.0,"Políticas educativas, convivencia escolar"
8337597745079551909,GqKemSsAAAAJ,"Profesor, Universidad de Playa Ancha",@upla.cl,183.0,"Cambio Social, Cultura, Teoría Social"
8337597745079551909,6F1ob6AAAAAJ,"Profesor Departamento de Estudios Territoriales y Diálogos Interculturales, Universidad de Playa Ancha",@upla.cl,184.0,"asentamientos informales, políticas de vivienda, indicadores urbanos"
8337597745079551909,6v627jEAAAAJ,"Investigadora, Universidad de Playa Ancha",@upla.cl,159.0,"Biorremediación, Química Ambiental, Microbiología Ambiental"
8337597745079551909,KliYxQgAAAAJ,"Historiador, Centro de Estudios Avanzados, Universidad de Playa Ancha",@upla.cl,163.0,"Historia de América Latina y El Caribe siglo XIX y XX, Historia de Perú, Bolivia y Chile siglos XIX y XX, Historia Regional del Norte Grande Chile siglos XIX y XX, Estudios Interculturales y de Diversidad Cultural"
8337597745079551909,vK1En8IAAAAJ,Universidad de Playa Ancha,@upla.cl,157.0,"Entrenamiento deportivo, fisiologia, ciencias del deporte"
8337597745079551909,Wg1nO3wAAAAJ,Universidad de Playa Ancha,@upla.cl,150.0,"Agroecología, soberanía alimentaria, metodologías participativas, extensión crítica"
8337597745079551909,I7qlRKMAAAAJ,Universidad de Playa Ancha,@upla.cl,131.0,"Educación superior, inclusión, discapacidad, calidad de la educación superior"
8337597745079551909,2mj4VfIAAAAJ,Universidad de Playa Ancha,@upla.cl,122.0,"Psicología Social, Interculturalidad, Políticas Sociales, Psicología Política, Psicología Comunitaria"
8337597745079551909,LEk1ECcAAAAJ,Universidad de Playa Ancha,@upla.cl,124.0,"Literacidad académica, Escritura en el curriculum, Narrativas conversacionales"
8337597745079551909,j455i88AAAAJ,"Profesor de Estadística, Universidad de Playa Ancha",@upla.cl,120.0,"Educación, Cuantificación, Estadística"
8337597745079551909,86wVpo4AAAAJ,Universidad de Playa Ancha,@upla.cl,122.0,Tecnología educativa
8337597745079551909,ulOjPuMAAAAJ,Universidad de Playa Ancha,@upla.cl,120.0,"Math education, assessment online, feedback"
8337597745079551909,Q1UB1F0AAAAJ,Universidad de Playa Ancha,@upla.cl,112.0,"filosofía y territorio, filosofía y literatura, posestructuralismo"
8337597745079551909,vpJzsFIAAAAJ,"Investigador, Universidad de Playa Ancha",@upla.cl,110.0,Literatura Comparada- Literaturas en portugués- Estudios Africanos y afrodescendencia
8337597745079551909,BHfMIIQAAAAJ,"Profesora de Educación Física, Universidad de Playa Ancha",@upla.cl,109.0,"gimnasia ritmica, formación del profesor, discapacidad, expresión motriz"
8337597745079551909,l8gb63EAAAAJ,Universidad de Playa Ancha,@upla.cl,102.0,
8337597745079551909,aPygcXUAAAAJ,"Universidad de Playa Ancha, Facultad de Ingeniería",@upla.cl,106.0,"Recursos Naturales, sistema  suelo- agua, suelo contaminado con metales, biorremediación"
8337597745079551909,JS0diBgAAAAJ,"Académico,Universidad de Playa Ancha",@upla.cl,96.0,Síntesis Inorgánica
8337597745079551909,EoJGBEMAAAAJ,Facultad de Ciencias de la Actividad Física y el Deporte Universidad de Playa Ancha,@upla.cl,95.0,Actividad física y Salud
8337597745079551909,_iucNAUAAAAJ,"Profesor Asistente, Departamento de Sociología, Universidad de Playa Ancha.",@upla.cl,84.0,"Teoría urbana crítica, producción social del hábitat, desigualdades territoriales, extensión crítica"
8337597745079551909,gxoComsAAAAJ,Universidad de Playa Ancha,@upla.cl,71.0,"Meta-Comunicación, Radiodifusión, Comunicación Organizacional"
8337597745079551909,KolRSdkAAAAJ,"Académico, Facultad de Ingeniería, Universidad de Playa Ancha, Valparaíso, Chile.",@upla.cl,73.0,"Gestión de Innovación, Pequeña Empresa, Redes de Negocios, Emprendimiento"
8337597745079551909,MrgGq0IAAAAJ,Universidad de Playa Ancha,@upla.cl,69.0,"Biodiversity, Conservation Biology, Ecology"
8337597745079551909,3uJYh9EAAAAJ,"Profesor de Anatomía, Universidad de Playa Ancha",@upla.cl,62.0,"anatomia, morfologia, antropologia forense, enseñanza de las ciencias"
8337597745079551909,nwQA0koAAAAJ,Universidad de Playa Ancha,@upla.cl,64.0,"Geometric Control Theory, Sub-Riemannian Geometry, Linear System on Lie Groups, Fuzzy Geometry, Graph Theory"
8337597745079551909,lNHMYykAAAAJ,"Profesor Doctorado Artes Integradas, Universidad de Playa Ancha",@upla.cl,60.0,"Literatura y filosofía, literaturas portuarias, literaturas marginales, spinozismo latinoamericano, transindividual"
8337597745079551909,wcevzfQAAAAJ,"Doctora en Educación, Universidad de Playa Ancha",@upla.cl,60.0,"TIC, enseñanza de las ciencias, didáctica de las matemáticas y lenguajes artísticos"
8337597745079551909,uc8kG3cAAAAJ,Profesora de Didáctica de las Ciencias Sociales en Universidad de Playa Ancha.  Valparaíso,@upla.cl,56.0,Didáctica de las Ciencias Sociales
8337597745079551909,QC4ecuYAAAAJ,Universidad de Playa Ancha,@upla.cl,56.0,"Educación, Tecnologías"
8337597745079551909,E7wAwfwAAAAJ,Centro de Estudios Avanzados Universidad de Playa Ancha,@upla.cl,52.0,"aristotelismo, filosofía medieval, filosofía época colonial, filosofía de la naturaleza, historiografía filosófica chilena"
8337597745079551909,icod4WsAAAAJ,Pontificia Universidad Católica de Chile and Universidad de Playa Ancha,@upla.cl,53.0,"migration, urban studies"
8337597745079551909,kcnfuoYAAAAJ,Profesor Asociado Departamento de Nutrición. Universidad de Playa Ancha,@upla.cl,50.0,Genética Médica
8337597745079551909,sMxCF-QAAAAJ,"Profesora de Educación Diferencial, Universidad de Playa Ancha",@upla.cl,45.0,"Inclusión, Exclusión, Diferencias, Educación, Pedagogías Criticas"
8337597745079551909,lRo3rCAAAAAJ,Facultad de Ciencias de la Actividad Física y del Deporte. Universidad de Playa Ancha,@upla.cl,63.0,FID. Formación en el Deporte. Investigación Cualitativa
8337597745079551909,L13WKeQAAAAJ,Universidad de Playa Ancha,@upla.cl,43.0,"educacion, salud, enfermería"
8337597745079551909,T5uGIi8AAAAJ,Universidad de Playa ancha,@upla.cl,44.0,"serious games, distributed computing"
8337597745079551909,53Qy5SwAAAAJ,"Docente Departamento Sociología, Universidad de Playa Ancha & Investigador Consultor Universidad de",@upla.cl,40.0,"Organizaciones, Trabajo, Liderazgo, Educación, Gestión Comunitaria"
